direct id,prog_name,source,covered_drugs.name,covered_drugs.generic,standerdised_drug,standerdised_program,existing or new,id
683eb07337b86bfd7218a0e6,Oncology Caregiver Behavioral Health Fund,healthwell,Concerta,,concerta,,,
683eb07337b86bfd7218a0ea,Pediatric Assistance,healthwell,Concerta,,concerta,pediatric assistance fund,,5691
683eab51c1adc57577caa697,Inherited and Acquired Factor Deficiencies,accessia,Concizumab-mtci,,concizumab-mtci,,,
683eb35152f4d71ca049b132,Pulmonary Hypertension,PAN,CONJUPRI,levamlodipine maleate,conjupri,,,
683ec3aa1b52e28e932e22ee,Neurofibromatosis,TAF,Conjupri,,conjupri,neurofibromatosis fund,,5556
683eb35152f4d71ca049b117,Lysosomal Acid Lipase Deficiency,PAN,CONSTULOSE,lactulose,constulose,lysosomal acid lipase deficiency fund,,5784
683eb35152f4d71ca049b118,Lysosomal Acid Lipase Deficiency Premium,PAN,CONSTULOSE,lactulose,constulose,lysosomal acid lipase deficiency premium fund,,5785
683eb35152f4d71ca049b139,Sickle Cell Disease,PAN,CONZIP,tramadol hcl,conzip,,,
683eab51c1adc57577caa6ab,Multiple Sclerosis,accessia,Copaxone,,copaxone,,,
683eab51c1adc57577caa6ac,Multiple Sclerosis,accessia,Copaxone,,copaxone,,,
683eafba658efbd7a8fc53c9,Multiple Sclerosis,gooddays,Copaxone,,copaxone,,,
683eb07337b86bfd7218a0e0,Multiple Sclerosis - Medicare Access,healthwell,Copaxone,,copaxone,multiple sclerosis - medicare access fund,,5683
683eb35152f4d71ca049b11d,Multiple Sclerosis,PAN,COPAXONE,glatiramer acetate,copaxone,,,
683ec3aa1b52e28e932e22e8,Multiple Sclerosis,TAF,Copaxone,,copaxone,multiple sclerosis fund,,5550
683eafba658efbd7a8fc53bf,Hepatitis C,gooddays,Copegus,,copegus,,,
683eb07337b86bfd7218a0cd,Hepatitis C,healthwell,Copegus,,copegus,,,
683ec3aa1b52e28e932e22d3,Hepatitis C,TAF,Copegus,,copegus,hepatitis c fund,,5530
683eb07337b86bfd7218a0ac,B-Cell Lymphoma - Medicare Access,healthwell,Copiktra,,copiktra,b-cell lymphoma - medicare access fund,,5633
683eb07337b86bfd7218a0b8,Chronic Lymphocytic Leukemia,healthwell,Copiktra,,copiktra,,,
683eb35152f4d71ca049b0fe,Chronic Lymphocytic Leukemia,PAN,COPIKTRA,duvelisib,copiktra,,,
683eb35152f4d71ca049b105,Follicular Lymphoma,PAN,COPIKTRA,duvelisib,copiktra,follicular lymphoma fund,,5770
683ec3aa1b52e28e932e22c0,Chronic Lymphocytic Leukemia,TAF,Copiktra,,copiktra,chronic lymphocytic leukemia fund,,5513
683eb07337b86bfd7218a0b7,Chronic Heart Failure - Medicare Access,healthwell,Cordarone,,cordarone,chronic heart failure - medicare access fund,,5644
683eb07337b86bfd7218a0ab,AutoImmune - Medicare Access,healthwell,Cordran,,cordran,autoimmune - medicare access fund,,5632
683eb35152f4d71ca049b0fd,Chronic Inflammatory Demyelinating Polyneuropathy,PAN,CORDRAN,flurandrenolide,cordran,chronic inflammatory demyelinating polyneuropathy fund,,5766
683ec3aa1b52e28e932e22b9,Atopic Dermatitis,TAF,Cordran,,cordran,atopic dermatitis fund,,5506
683eb07337b86bfd7218a0ab,AutoImmune - Medicare Access,healthwell,Cordran Tape,,cordran tape,autoimmune - medicare access fund,,5632
683eab51c1adc57577caa68c,Heart Failure,accessia,Coreg,,coreg,,,
683eab51c1adc57577caa68d,Heart Failure,accessia,Coreg,,coreg,,,
683eb07337b86bfd7218a0b4,Cardiomyopathy - Medicare Access,healthwell,Coreg,,coreg,cardiomyopathy - medicare access fund,,5641
683eb07337b86bfd7218a0b7,Chronic Heart Failure - Medicare Access,healthwell,Coreg,,coreg,chronic heart failure - medicare access fund,,5644
683ec3aa1b52e28e932e22d1,Heart Failure,TAF,Coreg,,coreg,heart failure fund,,5528
683ec3aa1b52e28e932e22e5,"MPS I - Hurler Syndrome (Hurler-Scheie, Scheie)",TAF,Coreg,,coreg,"mps i - hurler syndrome (hurler-scheie, scheie) fund",,5547
683ec3aa1b52e28e932e22ee,Neurofibromatosis,TAF,Coreg,,coreg,neurofibromatosis fund,,5556
683eab51c1adc57577caa68c,Heart Failure,accessia,Coreg CR,,coreg cr,,,
683eab51c1adc57577caa68d,Heart Failure,accessia,Coreg CR,,coreg cr,,,
683eb07337b86bfd7218a0b7,Chronic Heart Failure - Medicare Access,healthwell,Coreg Cr,,coreg cr,chronic heart failure - medicare access fund,,5644
683eb07337b86bfd7218a0ab,AutoImmune - Medicare Access,healthwell,Coremino,,coremino,autoimmune - medicare access fund,,5632
683eb07337b86bfd7218a0b2,Cancer-Related Behavioral Health,healthwell,Corgard,,corgard,cancer-related behavioral health fund,,5639
683eb07337b86bfd7218a0c3,Emergency/Medical Workers Behavioral Health Fund,healthwell,Corgard,,corgard,,,
683eb07337b86bfd7218a0dd,Migraine,healthwell,Corgard,,corgard,migraine fund,,5680
683eb07337b86bfd7218a0e6,Oncology Caregiver Behavioral Health Fund,healthwell,Corgard,,corgard,,,
683ec3aa1b52e28e932e22ee,Neurofibromatosis,TAF,Corgard,,corgard,neurofibromatosis fund,,5556
683eab51c1adc57577caa697,Inherited and Acquired Factor Deficiencies,accessia,Corifact,,corifact,,,
683ec3aa1b52e28e932e22d2,Hemophilia,TAF,Corifact,,corifact,hemophilia fund,,5529
683eab51c1adc57577caa68c,Heart Failure,accessia,Corlanor,,corlanor,,,
683eab51c1adc57577caa68d,Heart Failure,accessia,Corlanor,,corlanor,,,
683eb07337b86bfd7218a0b4,Cardiomyopathy - Medicare Access,healthwell,Corlanor,,corlanor,cardiomyopathy - medicare access fund,,5641
683eb07337b86bfd7218a0b7,Chronic Heart Failure - Medicare Access,healthwell,Corlanor,,corlanor,chronic heart failure - medicare access fund,,5644
683ec3aa1b52e28e932e22d1,Heart Failure,TAF,CORLANOR,IVABRADINE,corlanor,heart failure fund,,5528
683eb07337b86bfd7218a0ab,AutoImmune - Medicare Access,healthwell,Cormax Scalp,,cormax scalp,autoimmune - medicare access fund,,5632
683eb07337b86bfd7218a0d7,Inflammatory Bowel Disease - Medicare Access,healthwell,Cortastat,,cortastat,inflammatory bowel disease - medicare access fund,,5674
683eab51c1adc57577caa652,Asthma,accessia,Cortef,,cortef,,,
683eab51c1adc57577caa653,Asthma,accessia,Cortef,,cortef,,,
683eb07337b86bfd7218a0a5,Adrenal Insufficiency,healthwell,Cortef,,cortef,adrenal insufficiency fund,,5628
683eb07337b86bfd7218a0ba,Chronic Obstructive Pulmonary Disease - Medicare Access,healthwell,Cortef,,cortef,chronic obstructive pulmonary disease - medicare access fund,,5646
683eb07337b86bfd7218a0d3,Idiopathic Thrombocytopenic Purpura,healthwell,Cortef,,cortef,idiopathic thrombocytopenic purpura fund,,5670
683eb07337b86bfd7218a0e3,Neuroendocrine Tumors,healthwell,Cortef,,cortef,,,
683eb07337b86bfd7218a0ea,Pediatric Assistance,healthwell,Cortef,,cortef,pediatric assistance fund,,5691
683eb07337b86bfd7218a0ee,Prostate Cancer - Medicare Access,healthwell,Cortef,,cortef,prostate cancer - medicare access fund,,5695
683eb07337b86bfd7218a0f6,Systemic Lupus Erythematosus,healthwell,Cortef,,cortef,systemic lupus erythematosus fund,,5702
683eb35152f4d71ca049b112,Immune Thrombocytopenic Purpura,PAN,CORTEF,hydrocortisone,cortef,immune thrombocytopenic purpura fund,,5779
683eb35152f4d71ca049b131,Prostate Cancer,PAN,CORTEF,hydrocortisone,cortef,,,
683eb35152f4d71ca049b13b,Spinal Muscular Atrophy,PAN,CORTEF,hydrocortisone,cortef,,,
683ec3aa1b52e28e932e22b7,Ankylosing Spondylitis,TAF,Cortef,,cortef,ankylosing spondylitis fund,,5504
683ec3aa1b52e28e932e22b8,Asthma,TAF,Cortef,,cortef,asthma fund,,5505
683ec3aa1b52e28e932e22b9,Atopic Dermatitis,TAF,Cortef,,cortef,atopic dermatitis fund,,5506
683ec3aa1b52e28e932e22c3,Cold Agglutinin Disease (CAD),TAF,Cortef,,cortef,cold agglutinin disease (cad) fund,,5516
683ec3aa1b52e28e932e22cf,Gout,TAF,Cortef,,cortef,gout fund,,5526
683ec3aa1b52e28e932e22df,Juvenile Arthritis,TAF,Cortef,,cortef,juvenile arthritis fund,,5541
683ec3aa1b52e28e932e22e2,Lupus,TAF,Cortef,,cortef,lupus fund,,5544
683ec3aa1b52e28e932e22e8,Multiple Sclerosis,TAF,Cortef,,cortef,multiple sclerosis fund,,5550
683ec3aa1b52e28e932e22ea,Myositis,TAF,Cortef,,cortef,myositis fund,,5552
683ec3aa1b52e28e932e22ec,Nephrotic Syndrome,TAF,Cortef,,cortef,nephrotic syndrome fund,,5554
683ec3aa1b52e28e932e22ff,Psoriasis,TAF,Cortef,,cortef,psoriasis fund,,5573
683ec3aa1b52e28e932e2300,Psoriatic Arthritis,TAF,Cortef,,cortef,psoriatic arthritis fund,,5574
683ec3aa1b52e28e932e2304,Rheumatoid Arthritis,TAF,Cortef,,cortef,rheumatoid arthritis fund,,5578
683ec3aa1b52e28e932e2305,Sarcoidosis,TAF,Cortef,,cortef,sarcoidosis fund,,5579
683ec3aa1b52e28e932e230b,Thrombocytopenia,TAF,Cortef,,cortef,thrombocytopenia fund,,5585
683ec3aa1b52e28e932e230d,Thyroid Eye Disease (TED),TAF,Cortef,Hydrocortisone,cortef,thyroid eye disease (ted) fund,,5587
683ec3aa1b52e28e932e230f,Ulcerative Colitis,TAF,Cortef,,cortef,ulcerative colitis fund,,5589
683ec3aa1b52e28e932e2311,Uveitis,TAF,Cortef,,cortef,uveitis fund,,5591
683eb07337b86bfd7218a0ab,AutoImmune - Medicare Access,healthwell,Corticosteroid,,corticosteroid,autoimmune - medicare access fund,,5632
683eab51c1adc57577caa6ab,Multiple Sclerosis,accessia,Corticotropin,,corticotropin,,,
683eab51c1adc57577caa6ac,Multiple Sclerosis,accessia,Corticotropin,,corticotropin,,,
683eb07337b86bfd7218a0ab,AutoImmune - Medicare Access,healthwell,Corticotropin,,corticotropin,autoimmune - medicare access fund,,5632
683eab51c1adc57577caa6ab,Multiple Sclerosis,accessia,Corticotropin Gel,,corticotropin,,,
683eab51c1adc57577caa6ac,Multiple Sclerosis,accessia,Corticotropin Gel,,corticotropin,,,
683eafba658efbd7a8fc53c6,Metastatic Colorectal Cancer,gooddays,Cortisone,,cortisone,,,
683eb07337b86bfd7218a0a5,Adrenal Insufficiency,healthwell,Cortisone,,cortisone,adrenal insufficiency fund,,5628
683eb07337b86bfd7218a0ab,AutoImmune - Medicare Access,healthwell,Cortisone,,cortisone,autoimmune - medicare access fund,,5632
683eb07337b86bfd7218a0c9,Gout - Medicare Access,healthwell,Cortisone,,cortisone,gout - medicare access fund,,5661
683eb07337b86bfd7218a0ca,Gout Travel Fund,healthwell,Cortisone,,cortisone,,,
683eab51c1adc57577caa652,Asthma,accessia,Cortisone Acetate,,cortisone acetate,,,
683eab51c1adc57577caa653,Asthma,accessia,Cortisone Acetate,,cortisone acetate,,,
683eb07337b86bfd7218a0d3,Idiopathic Thrombocytopenic Purpura,healthwell,Cortisone Acetate,,cortisone acetate,idiopathic thrombocytopenic purpura fund,,5670
683eb07337b86bfd7218a0ea,Pediatric Assistance,healthwell,Cortisone Acetate,,cortisone acetate,pediatric assistance fund,,5691
683eb35152f4d71ca049b0fe,Chronic Lymphocytic Leukemia,PAN,CORTISONE ACETATE,cortisone acetate,cortisone acetate,,,
683eb35152f4d71ca049b112,Immune Thrombocytopenic Purpura,PAN,CORTISONE ACETATE,cortisone acetate,cortisone acetate,immune thrombocytopenic purpura fund,,5779
683ec3aa1b52e28e932e22b7,Ankylosing Spondylitis,TAF,Cortisone acetate,,cortisone acetate,ankylosing spondylitis fund,,5504
683ec3aa1b52e28e932e22b9,Atopic Dermatitis,TAF,Cortisone acetate,,cortisone acetate,atopic dermatitis fund,,5506
683ec3aa1b52e28e932e22c0,Chronic Lymphocytic Leukemia,TAF,Cortisone acetate,,cortisone acetate,chronic lymphocytic leukemia fund,,5513
683ec3aa1b52e28e932e22c3,Cold Agglutinin Disease (CAD),TAF,Cortisone acetate,,cortisone acetate,cold agglutinin disease (cad) fund,,5516
683ec3aa1b52e28e932e22cf,Gout,TAF,Cortisone acetate,,cortisone acetate,gout fund,,5526
683ec3aa1b52e28e932e22df,Juvenile Arthritis,TAF,Cortisone acetate,,cortisone acetate,juvenile arthritis fund,,5541
683ec3aa1b52e28e932e22e2,Lupus,TAF,Cortisone acetate,,cortisone acetate,lupus fund,,5544
683ec3aa1b52e28e932e22ea,Myositis,TAF,Cortisone acetate,,cortisone acetate,myositis fund,,5552
683ec3aa1b52e28e932e22ec,Nephrotic Syndrome,TAF,Cortisone acetate,,cortisone acetate,nephrotic syndrome fund,,5554
683ec3aa1b52e28e932e22ff,Psoriasis,TAF,Cortisone acetate,,cortisone acetate,psoriasis fund,,5573
683ec3aa1b52e28e932e2300,Psoriatic Arthritis,TAF,Cortisone acetate,,cortisone acetate,psoriatic arthritis fund,,5574
683ec3aa1b52e28e932e2304,Rheumatoid Arthritis,TAF,Cortisone acetate,,cortisone acetate,rheumatoid arthritis fund,,5578
683ec3aa1b52e28e932e230d,Thyroid Eye Disease (TED),TAF,Cortisone acetate,,cortisone acetate,thyroid eye disease (ted) fund,,5587
683ec3aa1b52e28e932e230f,Ulcerative Colitis,TAF,Cortisone acetate,,cortisone acetate,ulcerative colitis fund,,5589
683ec3aa1b52e28e932e2305,Sarcoidosis,TAF,Cortisone Acetate Oral,,cortisone acetate,sarcoidosis fund,,5579
683eb07337b86bfd7218a0c2,Dupuytren's Disease,healthwell,Cortisone Injection,,cortisone,dupuytren's disease fund,,5654
683eab51c1adc57577caa6ab,Multiple Sclerosis,accessia,Cortrophin,,cortrophin,,,
683eab51c1adc57577caa6ac,Multiple Sclerosis,accessia,Cortrophin,,cortrophin,,,
683eb35152f4d71ca049b11d,Multiple Sclerosis,PAN,CORTROPHIN,corticotropin,cortrophin,,,
683eab51c1adc57577caa6ab,Multiple Sclerosis,accessia,Cortrophin Gel,,cortrophin,,,
683eab51c1adc57577caa6ac,Multiple Sclerosis,accessia,Cortrophin Gel,,cortrophin,,,
683eb07337b86bfd7218a0f5,Small Cell Lung Cancer - Medicare Access,healthwell,Cosela,,cosela,small cell lung cancer - medicare access fund,,5701
683ec3aa1b52e28e932e2309,Small Cell Lung Cancer (SCLC),TAF,Cosela,,cosela,small cell lung cancer (sclc) fund,,5583
683eb07337b86bfd7218a0ab,AutoImmune - Medicare Access,healthwell,Cosentyx,,cosentyx,autoimmune - medicare access fund,,5632
683ec3aa1b52e28e932e22b7,Ankylosing Spondylitis,TAF,Cosentyx,,cosentyx,ankylosing spondylitis fund,,5504
683ec3aa1b52e28e932e22ff,Psoriasis,TAF,Cosentyx,,cosentyx,psoriasis fund,,5573
683ec3aa1b52e28e932e2300,Psoriatic Arthritis,TAF,Cosentyx,,cosentyx,psoriatic arthritis fund,,5574
683eb07337b86bfd7218a0e7,Ovarian Cancer - Medicare Access,healthwell,Cosmegen,,cosmegen,ovarian cancer - medicare access fund,,5689
683eb07337b86bfd7218a0fd,Wilms' Tumor,healthwell,Cosmegen,,cosmegen,wilms' tumor fund,,5709
683eb35152f4d71ca049b126,Ovarian Cancer,PAN,COSMEGEN,dactinomycin,cosmegen,,,
683eb07337b86bfd7218a0e0,Multiple Sclerosis - Medicare Access,healthwell,Cosyntropin,,cosyntropin,multiple sclerosis - medicare access fund,,5683
683eafba658efbd7a8fc53c7,Metastatic Melanoma,gooddays,Cotellic,,cotellic,,,
683eb07337b86bfd7218a0db,Melanoma - Medicare Access,healthwell,Cotellic,,cotellic,melanoma - medicare access fund,,5678
683eb35152f4d71ca049b108,Glioblastoma Multiforme,PAN,COTELLIC,cobimetinib fumarate,cotellic,glioblastoma multiforme fund,,5771
683eb35152f4d71ca049b11b,Melanoma,PAN,COTELLIC,cobimetinib fumarate,cotellic,,,
683ec3aa1b52e28e932e22e4,Melanoma,TAF,Cotellic,,cotellic,melanoma fund,,5546
683eb07337b86bfd7218a0b2,Cancer-Related Behavioral Health,healthwell,Cotempla Xr-odt,,cotempla xr-,cancer-related behavioral health fund,,5639
683eb07337b86bfd7218a0c3,Emergency/Medical Workers Behavioral Health Fund,healthwell,Cotempla Xr-odt,,cotempla xr-,,,
683eb07337b86bfd7218a0e6,Oncology Caregiver Behavioral Health Fund,healthwell,Cotempla Xr-odt,,cotempla xr-,,,
683eb07337b86bfd7218a0ea,Pediatric Assistance,healthwell,Cotempla Xr-odt,,cotempla xr-,pediatric assistance fund,,5691
683eafba658efbd7a8fc53c9,Multiple Sclerosis,gooddays,Cotolone,,cotolone,,,
683eb07337b86bfd7218a0f0,Pulmonary Hypertension - Medicare Access,healthwell,Coumadin,,coumadin,pulmonary hypertension - medicare access fund,,5697
683eb07337b86bfd7218a0b2,Cancer-Related Behavioral Health,healthwell,Counseling Services,,counseling services,cancer-related behavioral health fund,,5639
683eb07337b86bfd7218a0c3,Emergency/Medical Workers Behavioral Health Fund,healthwell,Counseling Services,,counseling services,,,
683eb07337b86bfd7218a0e6,Oncology Caregiver Behavioral Health Fund,healthwell,Counseling Services,,counseling services,,,
683eb07337b86bfd7218a0ea,Pediatric Assistance,healthwell,Counseling Services*,,counseling services*,pediatric assistance fund,,5691
683eb35152f4d71ca049b139,Sickle Cell Disease,PAN,COXANTO,oxaprozin,coxanto,,,
683eb07337b86bfd7218a0b4,Cardiomyopathy - Medicare Access,healthwell,Cozaar,,cozaar,cardiomyopathy - medicare access fund,,5641
683eb07337b86bfd7218a0b7,Chronic Heart Failure - Medicare Access,healthwell,Cozaar,,cozaar,chronic heart failure - medicare access fund,,5644
683ec3aa1b52e28e932e22e5,"MPS I - Hurler Syndrome (Hurler-Scheie, Scheie)",TAF,Cozaar,,cozaar,"mps i - hurler syndrome (hurler-scheie, scheie) fund",,5547
683ec3aa1b52e28e932e22ee,Neurofibromatosis,TAF,Cozaar,,cozaar,neurofibromatosis fund,,5556
683eb07337b86bfd7218a0de,Movement Disorders - Medicare Access,healthwell,Creatine,,creatine,movement disorders - medicare access fund,,5681
683eb07337b86bfd7218a0e9,Parkinson’s Disease  - Medicare Access,healthwell,Creatine,,creatine,,,
683eb07337b86bfd7218a0d6,Inborn Metabolic or Genetic Bile Acid Deficiency Vitamins and Supplements,healthwell,Creatine (all Varieties),,creatine,inborn metabolic or genetic bile acid deficiency vitamins and supplements fund,,5673
683eb07337b86bfd7218a0de,Movement Disorders - Medicare Access,healthwell,Creatine Monohydrate,,creatine monohydrate,movement disorders - medicare access fund,,5681
683eb07337b86bfd7218a0be,Cystic Fibrosis Treatments,healthwell,Creon,,creon,cystic fibrosis treatments fund,,5650
683eb07337b86bfd7218a0e8,Pancreatic Cancer - Medicare Access,healthwell,Creon,,creon,pancreatic cancer - medicare access fund,,5690
683eb35152f4d71ca049b127,Pancreatic Cancer,PAN,CREON,lipase/protease/amylase,creon,,,
683ec3aa1b52e28e932e22c5,Cystic Fibrosis,TAF,Creon,,creon,cystic fibrosis fund,,5518
683eb07337b86bfd7218a0c4,Fungal Infections-Aspergillosis and Candidiasis,healthwell,Cresemba,,cresemba,fungal infections-aspergillosis and candidiasis fund,,5656
683eb07337b86bfd7218a0d1,Hypercholesterolemia - Medicare Access,healthwell,Crestor,,crestor,hypercholesterolemia - medicare access fund,,5668
683eb35152f4d71ca049b10f,Hypercholesterolemia,PAN,CRESTOR,rosuvastatin calcium,crestor,hypercholesterolemia fund,,5776
683eb35152f4d71ca049b117,Lysosomal Acid Lipase Deficiency,PAN,CRESTOR,rosuvastatin calcium,crestor,lysosomal acid lipase deficiency fund,,5784
683eb35152f4d71ca049b118,Lysosomal Acid Lipase Deficiency Premium,PAN,CRESTOR,rosuvastatin calcium,crestor,lysosomal acid lipase deficiency premium fund,,5785
683ec3aa1b52e28e932e22b0,Acid Sphingomyelinase Deficiency (ASMD),TAF,Crestor,,crestor,acid sphingomyelinase deficiency (asmd) fund,,5497
683eb07337b86bfd7218a0de,Movement Disorders - Medicare Access,healthwell,Crexont,,crexont,movement disorders - medicare access fund,,5681
683eb07337b86bfd7218a0e9,Parkinson’s Disease  - Medicare Access,healthwell,Crexont,,crexont,,,
683ec3aa1b52e28e932e22f6,Parkinsons Disease,TAF,Crexont,,crexont,parkinsons disease fund,,5564
683eb07337b86bfd7218a0e4,Non-Small Cell Lung Cancer - Medicare Access,healthwell,Crizotinib,,crizotinib,non-small cell lung cancer - medicare access fund,,5686
683eb07337b86bfd7218a0aa,Asthma,healthwell,Cromolyn,,cromolyn,,,
683eab51c1adc57577caa652,Asthma,accessia,Cromolyn Sodium,,cromolyn sodium,,,
683eab51c1adc57577caa653,Asthma,accessia,Cromolyn Sodium,,cromolyn sodium,,,
683eb07337b86bfd7218a0aa,Asthma,healthwell,Cromolyn Sodium,,cromolyn sodium,,,
683ec3aa1b52e28e932e22b8,Asthma,TAF,Cromolyn sodium,inhalation,adasuve,asthma fund,,5505
683ec3aa1b52e28e932e22d9,Hypophosphatemia,TAF,Crysvita,Burosumab Injection,crysvita,hypophosphatemia fund,,5535
683ec3aa1b52e28e932e230e,Tumor-Induced Osteomalacia (TIO),TAF,CRYSVITA,,crysvita,tumor-induced osteomalacia (tio) fund,,5588
683eb07337b86bfd7218a0bf,Cystic Fibrosis Vitamins and Supplements,healthwell,Culturelle (adult And Kids)*,,culturelle *,cystic fibrosis vitamins and supplements fund,,5651
683eab51c1adc57577caa69a,Kidney Stones,accessia,Cuprimine,,cuprimine,,,
683eab51c1adc57577caa69b,Kidney Stones,accessia,Cuprimine,,cuprimine,,,
683eb07337b86bfd7218a0ab,AutoImmune - Medicare Access,healthwell,Cuprimine,,cuprimine,autoimmune - medicare access fund,,5632
683eab51c1adc57577caa664,Circadian Rhythm Disorders,accessia,CuRELIEF,,curelief,,,
683eab51c1adc57577caa6c0,Primary Immune Deficiency,accessia,Cutaquig,,cutaquig,,,
683eab51c1adc57577caa6c1,Primary Immune Deficiency,accessia,Cutaquig,,cutaquig,,,
683eb35152f4d71ca049b112,Immune Thrombocytopenic Purpura,PAN,CUTAQUIG,immun glob g(igg,cutaquig,immune thrombocytopenic purpura fund,,5779
683eb35152f4d71ca049b11e,Myasthenia Gravis,PAN,CUTAQUIG,immun glob g(igg,cutaquig,,,
683eb35152f4d71ca049b11f,Myasthenia Gravis Premium,PAN,CUTAQUIG,immun glob g(igg,cutaquig,myasthenia gravis premium fund,,5787
683ec3aa1b52e28e932e22b2,Activated Phosphoinositide 3-kinase Delta Syndrome (APDS),TAF,Cutaquig,,cutaquig,activated phosphoinositide 3-kinase delta syndrome (apds) fund,,5499
683ec3aa1b52e28e932e22fd,Primary Immunodeficiency,TAF,Cutaquig,,cutaquig,primary immunodeficiency fund,,5571
683eb07337b86bfd7218a0ab,AutoImmune - Medicare Access,healthwell,Cutivate,,cutivate,autoimmune - medicare access fund,,5632
683eab51c1adc57577caa65d,Chronic Inflammatory Demyelinating Polyneuropathy,accessia,Cuvitru,,cuvitru,,,
683eab51c1adc57577caa65e,Chronic Inflammatory Demyelinating Polyneuropathy,accessia,Cuvitru,,cuvitru,,,
683eab51c1adc57577caa6c0,Primary Immune Deficiency,accessia,Cuvitru,,cuvitru,,,
683eab51c1adc57577caa6c1,Primary Immune Deficiency,accessia,Cuvitru,,cuvitru,,,
683eb35152f4d71ca049b112,Immune Thrombocytopenic Purpura,PAN,CUVITRU,immun glob g(igg,cuvitru,immune thrombocytopenic purpura fund,,5779
683eb35152f4d71ca049b11e,Myasthenia Gravis,PAN,CUVITRU,immun glob g(igg,cuvitru,,,
683eb35152f4d71ca049b11f,Myasthenia Gravis Premium,PAN,CUVITRU,immun glob g(igg,cuvitru,myasthenia gravis premium fund,,5787
683eb35152f4d71ca049b13c,Systemic Lupus Erythematosus,PAN,CUVITRU,immun glob g(igg,cuvitru,,,
683ec3aa1b52e28e932e22b2,Activated Phosphoinositide 3-kinase Delta Syndrome (APDS),TAF,Cuvitru,,cuvitru,activated phosphoinositide 3-kinase delta syndrome (apds) fund,,5499
683ec3aa1b52e28e932e22fd,Primary Immunodeficiency,TAF,Cuvitru,,cuvitru,primary immunodeficiency fund,,5571
683eb07337b86bfd7218a0a8,Amyotrophic Lateral Sclerosis,healthwell,Cuvposa,,cuvposa,amyotrophic lateral sclerosis fund,,5630
683eb07337b86bfd7218a0ba,Chronic Obstructive Pulmonary Disease - Medicare Access,healthwell,Cuvposa,,cuvposa,chronic obstructive pulmonary disease - medicare access fund,,5646
683eab51c1adc57577caa664,Circadian Rhythm Disorders,accessia,CVS Acetaminophen PM Ext St,,cvs acetaminophen pm ext st,,,
683eab51c1adc57577caa664,Circadian Rhythm Disorders,accessia,CVS Allergy,,cvs allergy,,,
683eab51c1adc57577caa664,Circadian Rhythm Disorders,accessia,CVS Allergy Relief,,cvs allergy relief,,,
683eab51c1adc57577caa664,Circadian Rhythm Disorders,accessia,CVS Allergy Relief Adult,,cvs allergy relief adult,,,
683eab51c1adc57577caa664,Circadian Rhythm Disorders,accessia,CVS Allergy Relief Childrens,,cvs allergy relief childrens,,,
683eab51c1adc57577caa6ab,Multiple Sclerosis,accessia,CVS Capsaicin,,cvs capsaicin,,,
683eab51c1adc57577caa6ac,Multiple Sclerosis,accessia,CVS Capsaicin,,cvs capsaicin,,,
683eab51c1adc57577caa6ab,Multiple Sclerosis,accessia,CVS Capsaicin HP,,cvs capsaicin hp,,,
683eab51c1adc57577caa6ac,Multiple Sclerosis,accessia,CVS Capsaicin HP,,cvs capsaicin hp,,,
683eab51c1adc57577caa664,Circadian Rhythm Disorders,accessia,CVS Childrens Allergy,,cvs childrens allergy,,,
683eab51c1adc57577caa693,Hypoparathyroidism,accessia,CVS D3,,cvs d3,,,
683eab51c1adc57577caa694,Hypoparathyroidism,accessia,CVS D3,,cvs d3,,,
683eb07337b86bfd7218a0bf,Cystic Fibrosis Vitamins and Supplements,healthwell,Cvs Formula (all Varieties),,cvs formula,cystic fibrosis vitamins and supplements fund,,5651
683eab51c1adc57577caa664,Circadian Rhythm Disorders,accessia,CVS Ibuprofen PM,,cvs ibuprofen pm,,,
683eab51c1adc57577caa6ab,Multiple Sclerosis,accessia,CVS Medicated Heat Patch,,cvs medicated heat patch,,,
683eab51c1adc57577caa6ac,Multiple Sclerosis,accessia,CVS Medicated Heat Patch,,cvs medicated heat patch,,,
683eab51c1adc57577caa664,Circadian Rhythm Disorders,accessia,CVS Non-Aspirin Headache PM,,cvs non-aspirin headache pm,,,
683eab51c1adc57577caa664,Circadian Rhythm Disorders,accessia,CVS Pain Relief PM Ex St,,cvs pain relief pm ex st,,,
683eab51c1adc57577caa693,Hypoparathyroidism,accessia,CVS Vitamin D3,,cvs vitamin d3,,,
683eab51c1adc57577caa694,Hypoparathyroidism,accessia,CVS Vitamin D3,,cvs vitamin d3,,,
683eb07337b86bfd7218a0cf,Homocystinuria and Organic Acidemias,healthwell,Cyanocobalamin (b12) (non Otc),,cyanocobalamin,homocystinuria and organic acidemias fund,,5666
683eb07337b86bfd7218a0cf,Homocystinuria and Organic Acidemias,healthwell,Cyanokit (non Otc),,cyanokit,homocystinuria and organic acidemias fund,,5666
683eab51c1adc57577caa6ab,Multiple Sclerosis,accessia,Cyclo,,cyclo,,,
683eab51c1adc57577caa6ac,Multiple Sclerosis,accessia,Cyclo,,cyclo,,,
683eab51c1adc57577caa6ab,Multiple Sclerosis,accessia,Cyclobenzaprine HCl,,cyclobenzaprine hcl,,,
683eab51c1adc57577caa6ac,Multiple Sclerosis,accessia,Cyclobenzaprine HCl,,cyclobenzaprine hcl,,,
