id,prog_name,source,covered_drugs.name,covered_drugs.generic,standerdised_drug,standerdised_program
683eb07337b86bfd7218a0ac,B-Cell Lymphoma - Medicare Access,healthwell,Millipred Dp,,Millipred Dp,B-Cell Lymphoma - Medicare Access
683eb07337b86bfd7218a0ac,B-Cell Lymphoma - Medicare Access,healthwell,Mitoxantrone,,Mitoxantrone,B-Cell Lymphoma - Medicare Access
683eb07337b86bfd7218a0ac,B-Cell Lymphoma - Medicare Access,healthwell,Monjuvi,,Monjuvi,B-Cell Lymphoma - Medicare Access
683eb07337b86bfd7218a0ac,B-Cell Lymphoma - Medicare Access,healthwell,Navelbine,,Navelbine,B-Cell Lymphoma - Medicare Access
683eb07337b86bfd7218a0ac,B-Cell Lymphoma - Medicare Access,healthwell,Oncovin,,Oncovin,B-Cell Lymphoma - Medicare Access
683eb07337b86bfd7218a0ac,B-Cell Lymphoma - Medicare Access,healthwell,Opdivo,,Opdivo,B-Cell Lymphoma - Medicare Access
683eb07337b86bfd7218a0ac,B-Cell Lymphoma - Medicare Access,healthwell,Otrexup,,Otrexup,B-Cell Lymphoma - Medicare Access
683eb07337b86bfd7218a0ac,B-Cell Lymphoma - Medicare Access,healthwell,Oxaliplatin,,Oxaliplatin,B-Cell Lymphoma - Medicare Access
683eb07337b86bfd7218a0ac,B-Cell Lymphoma - Medicare Access,healthwell,Ozurdex,,Ozurdex,B-Cell Lymphoma - Medicare Access
683eb07337b86bfd7218a0ac,B-Cell Lymphoma - Medicare Access,healthwell,Paraplatin,,Paraplatin,B-Cell Lymphoma - Medicare Access
683eb07337b86bfd7218a0ac,B-Cell Lymphoma - Medicare Access,healthwell,Polatuzumab Vedotin-piiq,,Polatuzumab Vedotin Piiq,B-Cell Lymphoma - Medicare Access
683eb07337b86bfd7218a0ac,B-Cell Lymphoma - Medicare Access,healthwell,Polivy,,Polivy,B-Cell Lymphoma - Medicare Access
683eb07337b86bfd7218a0ac,B-Cell Lymphoma - Medicare Access,healthwell,Prednisone,,Prednisone,B-Cell Lymphoma - Medicare Access
683eb07337b86bfd7218a0ac,B-Cell Lymphoma - Medicare Access,healthwell,Rasuvo,,Rasuvo,B-Cell Lymphoma - Medicare Access
683eb07337b86bfd7218a0ac,B-Cell Lymphoma - Medicare Access,healthwell,Rayos,,Rayos,B-Cell Lymphoma - Medicare Access
683eb07337b86bfd7218a0ac,B-Cell Lymphoma - Medicare Access,healthwell,Retrovir,,Retrovir,B-Cell Lymphoma - Medicare Access
683eb07337b86bfd7218a0ac,B-Cell Lymphoma - Medicare Access,healthwell,Revlimid,,Revlimid,B-Cell Lymphoma - Medicare Access
683eb07337b86bfd7218a0ac,B-Cell Lymphoma - Medicare Access,healthwell,Riabni,,Riabni,B-Cell Lymphoma - Medicare Access
683eb07337b86bfd7218a0ac,B-Cell Lymphoma - Medicare Access,healthwell,Rituxan,,Rituxan,B-Cell Lymphoma - Medicare Access
683eb07337b86bfd7218a0ac,B-Cell Lymphoma - Medicare Access,healthwell,Rituxan Hycela,,Rituxan Hycela,B-Cell Lymphoma - Medicare Access
683eb07337b86bfd7218a0ac,B-Cell Lymphoma - Medicare Access,healthwell,Rituximab,,Rituximab,B-Cell Lymphoma - Medicare Access
683eb07337b86bfd7218a0ac,B-Cell Lymphoma - Medicare Access,healthwell,Rituximab-abbs,,Rituximab Abbs,B-Cell Lymphoma - Medicare Access
683eb07337b86bfd7218a0ac,B-Cell Lymphoma - Medicare Access,healthwell,Ruxience,,Ruxience,B-Cell Lymphoma - Medicare Access
683eb07337b86bfd7218a0ac,B-Cell Lymphoma - Medicare Access,healthwell,Solu-medrol,,Solu Medrol,B-Cell Lymphoma - Medicare Access
683eb07337b86bfd7218a0ac,B-Cell Lymphoma - Medicare Access,healthwell,Sylvant,,Sylvant,B-Cell Lymphoma - Medicare Access
683eb07337b86bfd7218a0ac,B-Cell Lymphoma - Medicare Access,healthwell,Taperdex,,Taperdex,B-Cell Lymphoma - Medicare Access
683eb07337b86bfd7218a0ac,B-Cell Lymphoma - Medicare Access,healthwell,Tazverik,,Tazverik,B-Cell Lymphoma - Medicare Access
683eb07337b86bfd7218a0ac,B-Cell Lymphoma - Medicare Access,healthwell,Thalomid,,Thalomid,B-Cell Lymphoma - Medicare Access
683eb07337b86bfd7218a0ac,B-Cell Lymphoma - Medicare Access,healthwell,Tofidence,,Tofidence,B-Cell Lymphoma - Medicare Access
683eb07337b86bfd7218a0ac,B-Cell Lymphoma - Medicare Access,healthwell,Toposar,,Toposar,B-Cell Lymphoma - Medicare Access
683eb07337b86bfd7218a0ac,B-Cell Lymphoma - Medicare Access,healthwell,Treanda,,Treanda,B-Cell Lymphoma - Medicare Access
683eb07337b86bfd7218a0ac,B-Cell Lymphoma - Medicare Access,healthwell,Truxima,,Truxima,B-Cell Lymphoma - Medicare Access
683eb07337b86bfd7218a0ac,B-Cell Lymphoma - Medicare Access,healthwell,Ukoniq,,Ukoniq,B-Cell Lymphoma - Medicare Access
683eb07337b86bfd7218a0ac,B-Cell Lymphoma - Medicare Access,healthwell,Valcyte,,Valcyte,B-Cell Lymphoma - Medicare Access
683eb07337b86bfd7218a0ac,B-Cell Lymphoma - Medicare Access,healthwell,Velcade,,Velcade,B-Cell Lymphoma - Medicare Access
683eb07337b86bfd7218a0ac,B-Cell Lymphoma - Medicare Access,healthwell,Venclexta,,Venclexta,B-Cell Lymphoma - Medicare Access
683eb07337b86bfd7218a0ac,B-Cell Lymphoma - Medicare Access,healthwell,Vinblastine,,Vinblastine,B-Cell Lymphoma - Medicare Access
683eb07337b86bfd7218a0ac,B-Cell Lymphoma - Medicare Access,healthwell,Vincristine,,Vincristine,B-Cell Lymphoma - Medicare Access
683eb07337b86bfd7218a0ac,B-Cell Lymphoma - Medicare Access,healthwell,Vivimusta,,Vivimusta,B-Cell Lymphoma - Medicare Access
683eb07337b86bfd7218a0ac,B-Cell Lymphoma - Medicare Access,healthwell,Xatmep,,Xatmep,B-Cell Lymphoma - Medicare Access
683eb07337b86bfd7218a0ac,B-Cell Lymphoma - Medicare Access,healthwell,Xpovio,,Xpovio,B-Cell Lymphoma - Medicare Access
683eb07337b86bfd7218a0ac,B-Cell Lymphoma - Medicare Access,healthwell,Yescarta,,Yescarta,B-Cell Lymphoma - Medicare Access
683eb07337b86bfd7218a0ac,B-Cell Lymphoma - Medicare Access,healthwell,Zevalin Y-90,,Zevalin Y 90,B-Cell Lymphoma - Medicare Access
683eb07337b86bfd7218a0ac,B-Cell Lymphoma - Medicare Access,healthwell,Zydelig,,Zydelig,B-Cell Lymphoma - Medicare Access
683eb07337b86bfd7218a0ac,B-Cell Lymphoma - Medicare Access,healthwell,Zynlonta,,Zynlonta,B-Cell Lymphoma - Medicare Access
683eb07337b86bfd7218a0ad,Bladder and Urothelial Cancer - Medicare Access,healthwell,Abraxane,,Abraxane,Bladder And Urothelial Cancer - Medicare Access
683eb07337b86bfd7218a0ad,Bladder and Urothelial Cancer - Medicare Access,healthwell,Adriamycin,,Adriamycin,Bladder And Urothelial Cancer - Medicare Access
683eb07337b86bfd7218a0ad,Bladder and Urothelial Cancer - Medicare Access,healthwell,Adrucil,,Adrucil,Bladder And Urothelial Cancer - Medicare Access
683eb07337b86bfd7218a0ad,Bladder and Urothelial Cancer - Medicare Access,healthwell,Alimta,,Alimta,Bladder And Urothelial Cancer - Medicare Access
683eb07337b86bfd7218a0ad,Bladder and Urothelial Cancer - Medicare Access,healthwell,Balversa,,Balversa,Bladder And Urothelial Cancer - Medicare Access
683eb07337b86bfd7218a0ad,Bladder and Urothelial Cancer - Medicare Access,healthwell,Bavencio,,Bavencio,Bladder And Urothelial Cancer - Medicare Access
683eb07337b86bfd7218a0ad,Bladder and Urothelial Cancer - Medicare Access,healthwell,Bcg Vaccine,,Bcg Vaccine,Bladder And Urothelial Cancer - Medicare Access
683eb07337b86bfd7218a0ad,Bladder and Urothelial Cancer - Medicare Access,healthwell,Capecitabine,,Capecitabine,Bladder And Urothelial Cancer - Medicare Access
683eb07337b86bfd7218a0ad,Bladder and Urothelial Cancer - Medicare Access,healthwell,Carac,,Carac,Bladder And Urothelial Cancer - Medicare Access
683eb07337b86bfd7218a0ad,Bladder and Urothelial Cancer - Medicare Access,healthwell,Carboplatin,,Carboplatin,Bladder And Urothelial Cancer - Medicare Access
683eb07337b86bfd7218a0ad,Bladder and Urothelial Cancer - Medicare Access,healthwell,Cisplatin,,Cisplatin,Bladder And Urothelial Cancer - Medicare Access
683eb07337b86bfd7218a0ad,Bladder and Urothelial Cancer - Medicare Access,healthwell,Docetaxel,,Docetaxel,Bladder And Urothelial Cancer - Medicare Access
683eb07337b86bfd7218a0ad,Bladder and Urothelial Cancer - Medicare Access,healthwell,Doxorubicin,,Doxorubicin,Bladder And Urothelial Cancer - Medicare Access
683eb07337b86bfd7218a0ad,Bladder and Urothelial Cancer - Medicare Access,healthwell,Durvalumab,,Durvalumab,Bladder And Urothelial Cancer - Medicare Access
683eb07337b86bfd7218a0ad,Bladder and Urothelial Cancer - Medicare Access,healthwell,Ellence,,Ellence,Bladder And Urothelial Cancer - Medicare Access
683eb07337b86bfd7218a0ad,Bladder and Urothelial Cancer - Medicare Access,healthwell,Epirubicin,,Epirubicin,Bladder And Urothelial Cancer - Medicare Access
683eb07337b86bfd7218a0ad,Bladder and Urothelial Cancer - Medicare Access,healthwell,Erdafitinib,,Erdafitinib,Bladder And Urothelial Cancer - Medicare Access
683eb07337b86bfd7218a0ad,Bladder and Urothelial Cancer - Medicare Access,healthwell,Fluoroplex,,Fluoroplex,Bladder And Urothelial Cancer - Medicare Access
683eb07337b86bfd7218a0ad,Bladder and Urothelial Cancer - Medicare Access,healthwell,Fluorouracil,,Fluorouracil,Bladder And Urothelial Cancer - Medicare Access
683eb07337b86bfd7218a0ad,Bladder and Urothelial Cancer - Medicare Access,healthwell,Gemcitabine,,Gemcitabine,Bladder And Urothelial Cancer - Medicare Access
683eb07337b86bfd7218a0ad,Bladder and Urothelial Cancer - Medicare Access,healthwell,Gemzar,,Gemzar,Bladder And Urothelial Cancer - Medicare Access
683eb07337b86bfd7218a0ad,Bladder and Urothelial Cancer - Medicare Access,healthwell,Ifex,,Ifex,Bladder And Urothelial Cancer - Medicare Access
683eb07337b86bfd7218a0ad,Bladder and Urothelial Cancer - Medicare Access,healthwell,Ifosfamide,,Ifosfamide,Bladder And Urothelial Cancer - Medicare Access
683eb07337b86bfd7218a0ad,Bladder and Urothelial Cancer - Medicare Access,healthwell,Imfinzi,,Imfinzi,Bladder And Urothelial Cancer - Medicare Access
683eb07337b86bfd7218a0ad,Bladder and Urothelial Cancer - Medicare Access,healthwell,Jelmyto,,Jelmyto,Bladder And Urothelial Cancer - Medicare Access
683eb07337b86bfd7218a0ad,Bladder and Urothelial Cancer - Medicare Access,healthwell,Keytruda,,Keytruda,Bladder And Urothelial Cancer - Medicare Access
683eb07337b86bfd7218a0ad,Bladder and Urothelial Cancer - Medicare Access,healthwell,Mesna,,Mesna,Bladder And Urothelial Cancer - Medicare Access
683eb07337b86bfd7218a0ad,Bladder and Urothelial Cancer - Medicare Access,healthwell,Mesnex,,Mesnex,Bladder And Urothelial Cancer - Medicare Access
683eb07337b86bfd7218a0ad,Bladder and Urothelial Cancer - Medicare Access,healthwell,Methotrexate,,Methotrexate,Bladder And Urothelial Cancer - Medicare Access
683eb07337b86bfd7218a0ad,Bladder and Urothelial Cancer - Medicare Access,healthwell,Mitomycin,,Mitomycin,Bladder And Urothelial Cancer - Medicare Access
683eb07337b86bfd7218a0ad,Bladder and Urothelial Cancer - Medicare Access,healthwell,Opdivo,,Opdivo,Bladder And Urothelial Cancer - Medicare Access
683eb07337b86bfd7218a0ad,Bladder and Urothelial Cancer - Medicare Access,healthwell,Otrexup,,Otrexup,Bladder And Urothelial Cancer - Medicare Access
683eb07337b86bfd7218a0ad,Bladder and Urothelial Cancer - Medicare Access,healthwell,Paclitaxel,,Paclitaxel,Bladder And Urothelial Cancer - Medicare Access
683eb07337b86bfd7218a0ad,Bladder and Urothelial Cancer - Medicare Access,healthwell,Padcev,,Padcev,Bladder And Urothelial Cancer - Medicare Access
683eb07337b86bfd7218a0ad,Bladder and Urothelial Cancer - Medicare Access,healthwell,Pembrolizumab,,Pembrolizumab,Bladder And Urothelial Cancer - Medicare Access
683eb07337b86bfd7218a0ad,Bladder and Urothelial Cancer - Medicare Access,healthwell,Photofrin,,Photofrin,Bladder And Urothelial Cancer - Medicare Access
683eb07337b86bfd7218a0ad,Bladder and Urothelial Cancer - Medicare Access,healthwell,Rasuvo,,Rasuvo,Bladder And Urothelial Cancer - Medicare Access
683eb07337b86bfd7218a0ad,Bladder and Urothelial Cancer - Medicare Access,healthwell,Taxotere,,Taxotere,Bladder And Urothelial Cancer - Medicare Access
683eb07337b86bfd7218a0ad,Bladder and Urothelial Cancer - Medicare Access,healthwell,Tecentriq,,Tecentriq,Bladder And Urothelial Cancer - Medicare Access
683eb07337b86bfd7218a0ad,Bladder and Urothelial Cancer - Medicare Access,healthwell,Tepadina,,Tepadina,Bladder And Urothelial Cancer - Medicare Access
683eb07337b86bfd7218a0ad,Bladder and Urothelial Cancer - Medicare Access,healthwell,Theracys,,Theracys,Bladder And Urothelial Cancer - Medicare Access
683eb07337b86bfd7218a0ad,Bladder and Urothelial Cancer - Medicare Access,healthwell,Thiotepa,,Thiotepa,Bladder And Urothelial Cancer - Medicare Access
683eb07337b86bfd7218a0ad,Bladder and Urothelial Cancer - Medicare Access,healthwell,Tice Bcg/ Bcg Intravesical,,Tice Bcg/ Bcg Intravesical,Bladder And Urothelial Cancer - Medicare Access
683eb07337b86bfd7218a0ad,Bladder and Urothelial Cancer - Medicare Access,healthwell,Tolak,,Tolak,Bladder And Urothelial Cancer - Medicare Access
683eb07337b86bfd7218a0ad,Bladder and Urothelial Cancer - Medicare Access,healthwell,Trexall,,Trexall,Bladder And Urothelial Cancer - Medicare Access
683eb07337b86bfd7218a0ad,Bladder and Urothelial Cancer - Medicare Access,healthwell,Valstar,,Valstar,Bladder And Urothelial Cancer - Medicare Access
683eb07337b86bfd7218a0ad,Bladder and Urothelial Cancer - Medicare Access,healthwell,Velban,,Velban,Bladder And Urothelial Cancer - Medicare Access
683eb07337b86bfd7218a0ad,Bladder and Urothelial Cancer - Medicare Access,healthwell,Vepesid,,Vepesid,Bladder And Urothelial Cancer - Medicare Access
683eb07337b86bfd7218a0ad,Bladder and Urothelial Cancer - Medicare Access,healthwell,Vinblastine,,Vinblastine,Bladder And Urothelial Cancer - Medicare Access
683eb07337b86bfd7218a0ad,Bladder and Urothelial Cancer - Medicare Access,healthwell,Xatmep,,Xatmep,Bladder And Urothelial Cancer - Medicare Access
683eb07337b86bfd7218a0ad,Bladder and Urothelial Cancer - Medicare Access,healthwell,Xeloda,,Xeloda,Bladder And Urothelial Cancer - Medicare Access
683eb07337b86bfd7218a0ae,Blepharitis,healthwell,Gentak,,Gentak,Blepharitis
683eb07337b86bfd7218a0ae,Blepharitis,healthwell,Gentamicin Novaplus,,Gentamicin Novaplus,Blepharitis
683eb07337b86bfd7218a0ae,Blepharitis,healthwell,Gramicidine/neomycin Sulfate/polymixin B Sulfate,,Gramicidine/Neomycin Sulfate/Polymixin B Sulfate,Blepharitis
683eb07337b86bfd7218a0ae,Blepharitis,healthwell,Natacyn,,Natacyn,Blepharitis
683eb07337b86bfd7218a0ae,Blepharitis,healthwell,Neo-polycin,,Neo Polycin,Blepharitis
683eb07337b86bfd7218a0ae,Blepharitis,healthwell,Neomycin-polymyxcin B Sulfates-bacitracin Zinc,,Neomycin Polymyxcin B Sulfates Bacitracin Zinc,Blepharitis
683eb07337b86bfd7218a0ae,Blepharitis,healthwell,Neosporin (non Otc),,Neosporin (Non Otc),Blepharitis
683eb07337b86bfd7218a0ae,Blepharitis,healthwell,Ocuflox,,Ocuflox,Blepharitis
683eb07337b86bfd7218a0ae,Blepharitis,healthwell,Premierpro Rx Gentamicin,,Premierpro Rx Gentamicin,Blepharitis
683eb07337b86bfd7218a0ae,Blepharitis,healthwell,Tobrex,,Tobrex,Blepharitis
683eb07337b86bfd7218a0ae,Blepharitis,healthwell,Viroptic,,Viroptic,Blepharitis
683eb07337b86bfd7218a0ae,Blepharitis,healthwell,Xdemvy,,Xdemvy,Blepharitis
683eb07337b86bfd7218a0af,Bone Metastases - Medicare Access,healthwell,Actonel,,Actonel,Bone Metastases - Medicare Access
683eb07337b86bfd7218a0af,Bone Metastases - Medicare Access,healthwell,Atelvia,,Atelvia,Bone Metastases - Medicare Access
683eb07337b86bfd7218a0af,Bone Metastases - Medicare Access,healthwell,Boniva,,Boniva,Bone Metastases - Medicare Access
683eb07337b86bfd7218a0af,Bone Metastases - Medicare Access,healthwell,Metastron,,Metastron,Bone Metastases - Medicare Access
683eb07337b86bfd7218a0af,Bone Metastases - Medicare Access,healthwell,Miacalcin,,Miacalcin,Bone Metastases - Medicare Access
683eb07337b86bfd7218a0af,Bone Metastases - Medicare Access,healthwell,Pamidronate Disodium,,Pamidronate Disodium,Bone Metastases - Medicare Access
683eb07337b86bfd7218a0af,Bone Metastases - Medicare Access,healthwell,Prolia,,Prolia,Bone Metastases - Medicare Access
683eb07337b86bfd7218a0af,Bone Metastases - Medicare Access,healthwell,Quadramet,,Quadramet,Bone Metastases - Medicare Access
683eb07337b86bfd7218a0af,Bone Metastases - Medicare Access,healthwell,Reclast (non Otc),,Reclast (Non Otc),Bone Metastases - Medicare Access
683eb07337b86bfd7218a0af,Bone Metastases - Medicare Access,healthwell,Risedronate,,Risedronate,Bone Metastases - Medicare Access
683eb07337b86bfd7218a0af,Bone Metastases - Medicare Access,healthwell,Xgeva,,Xgeva,Bone Metastases - Medicare Access
683eb07337b86bfd7218a0af,Bone Metastases - Medicare Access,healthwell,Xofigo,,Xofigo,Bone Metastases - Medicare Access
683eb07337b86bfd7218a0af,Bone Metastases - Medicare Access,healthwell,Zoledronic Acid (non Otc),,Zoledronic Acid (Non Otc),Bone Metastases - Medicare Access
683eb07337b86bfd7218a0af,Bone Metastases - Medicare Access,healthwell,Zometa (non Otc),,Zometa (Non Otc),Bone Metastases - Medicare Access
683eb07337b86bfd7218a0b0,Breast Cancer - Medicare Access,healthwell,Abemaciclib,,Abemaciclib,Breast Cancer - Medicare Access
683eb07337b86bfd7218a0b0,Breast Cancer - Medicare Access,healthwell,Abraxane,,Abraxane,Breast Cancer - Medicare Access
683eb07337b86bfd7218a0b0,Breast Cancer - Medicare Access,healthwell,Activella,,Activella,Breast Cancer - Medicare Access
683eb07337b86bfd7218a0b0,Breast Cancer - Medicare Access,healthwell,Adriamycin,,Adriamycin,Breast Cancer - Medicare Access
683eb07337b86bfd7218a0b0,Breast Cancer - Medicare Access,healthwell,Adrucil,,Adrucil,Breast Cancer - Medicare Access
683eb07337b86bfd7218a0b0,Breast Cancer - Medicare Access,healthwell,Afinitor,,Afinitor,Breast Cancer - Medicare Access
683eb07337b86bfd7218a0b0,Breast Cancer - Medicare Access,healthwell,Alimta,,Alimta,Breast Cancer - Medicare Access
683eb07337b86bfd7218a0b0,Breast Cancer - Medicare Access,healthwell,Alkeran,,Alkeran,Breast Cancer - Medicare Access
683eb07337b86bfd7218a0b0,Breast Cancer - Medicare Access,healthwell,Alora,,Alora,Breast Cancer - Medicare Access
683eb07337b86bfd7218a0b0,Breast Cancer - Medicare Access,healthwell,Anastrozole,,Anastrozole,Breast Cancer - Medicare Access
683eb07337b86bfd7218a0b0,Breast Cancer - Medicare Access,healthwell,Androderm,,Androderm,Breast Cancer - Medicare Access
683eb07337b86bfd7218a0b0,Breast Cancer - Medicare Access,healthwell,Androgel,,Androgel,Breast Cancer - Medicare Access
683eb07337b86bfd7218a0b0,Breast Cancer - Medicare Access,healthwell,Android,,Android,Breast Cancer - Medicare Access
683eb07337b86bfd7218a0b0,Breast Cancer - Medicare Access,healthwell,Androxy,,Androxy,Breast Cancer - Medicare Access
683eb07337b86bfd7218a0b0,Breast Cancer - Medicare Access,healthwell,Arimidex,,Arimidex,Breast Cancer - Medicare Access
683eb07337b86bfd7218a0b0,Breast Cancer - Medicare Access,healthwell,Aromasin,,Aromasin,Breast Cancer - Medicare Access
683eb07337b86bfd7218a0b0,Breast Cancer - Medicare Access,healthwell,Atezolizumab,,Atezolizumab,Breast Cancer - Medicare Access
683eb07337b86bfd7218a0b0,Breast Cancer - Medicare Access,healthwell,Avastin,,Avastin,Breast Cancer - Medicare Access
683eb07337b86bfd7218a0b0,Breast Cancer - Medicare Access,healthwell,Bevacizumab,,Bevacizumab,Breast Cancer - Medicare Access
683eb07337b86bfd7218a0b0,Breast Cancer - Medicare Access,healthwell,Bevacizumab-awwb,,Bevacizumab Awwb,Breast Cancer - Medicare Access
683eb07337b86bfd7218a0b0,Breast Cancer - Medicare Access,healthwell,Capecitabine,,Capecitabine,Breast Cancer - Medicare Access
683eb07337b86bfd7218a0b0,Breast Cancer - Medicare Access,healthwell,Carboplatin,,Carboplatin,Breast Cancer - Medicare Access
683eb07337b86bfd7218a0b0,Breast Cancer - Medicare Access,healthwell,Cisplatin,,Cisplatin,Breast Cancer - Medicare Access
683eb07337b86bfd7218a0b0,Breast Cancer - Medicare Access,healthwell,Cyclophosphamide,,Cyclophosphamide,Breast Cancer - Medicare Access
683eb07337b86bfd7218a0b0,Breast Cancer - Medicare Access,healthwell,Cycophosphamide Intra Sol,,Cycophosphamide Intra Sol,Breast Cancer - Medicare Access
683eb07337b86bfd7218a0b0,Breast Cancer - Medicare Access,healthwell,Cytoxan,,Cytoxan,Breast Cancer - Medicare Access
683eb07337b86bfd7218a0b0,Breast Cancer - Medicare Access,healthwell,Datroway,,Datroway,Breast Cancer - Medicare Access
683eb07337b86bfd7218a0b0,Breast Cancer - Medicare Access,healthwell,Delestrogen,,Delestrogen,Breast Cancer - Medicare Access
683eb07337b86bfd7218a0b0,Breast Cancer - Medicare Access,healthwell,Deltasone,,Deltasone,Breast Cancer - Medicare Access
683eb07337b86bfd7218a0b0,Breast Cancer - Medicare Access,healthwell,Depo-medrol,,Depo Medrol,Breast Cancer - Medicare Access
683eb07337b86bfd7218a0b0,Breast Cancer - Medicare Access,healthwell,Depo-testosterone,,Depo Testosterone,Breast Cancer - Medicare Access
683eb07337b86bfd7218a0b0,Breast Cancer - Medicare Access,healthwell,Dexamethasone Phosphate,,Dexamethasone Phosphate,Breast Cancer - Medicare Access
683eb07337b86bfd7218a0b0,Breast Cancer - Medicare Access,healthwell,Dexamethasone Sodium Phosphate,,Dexamethasone Sodium Phosphate,Breast Cancer - Medicare Access
683eb07337b86bfd7218a0b0,Breast Cancer - Medicare Access,healthwell,Dexpak,,Dexpak,Breast Cancer - Medicare Access
683eb07337b86bfd7218a0b0,Breast Cancer - Medicare Access,healthwell,Docefrez,,Docefrez,Breast Cancer - Medicare Access
683eb07337b86bfd7218a0b0,Breast Cancer - Medicare Access,healthwell,Docetaxel,,Docetaxel,Breast Cancer - Medicare Access
683eb07337b86bfd7218a0b0,Breast Cancer - Medicare Access,healthwell,Doxil,,Doxil,Breast Cancer - Medicare Access
683eb07337b86bfd7218a0b0,Breast Cancer - Medicare Access,healthwell,Doxorubicin,,Doxorubicin,Breast Cancer - Medicare Access
683eb07337b86bfd7218a0b0,Breast Cancer - Medicare Access,healthwell,Doxorubicin Hydrochloride,,Doxorubicin Hydrochloride,Breast Cancer - Medicare Access
683eb07337b86bfd7218a0b0,Breast Cancer - Medicare Access,healthwell,Elestrin,,Elestrin,Breast Cancer - Medicare Access
683eb07337b86bfd7218a0b0,Breast Cancer - Medicare Access,healthwell,Eligard,,Eligard,Breast Cancer - Medicare Access
683eb07337b86bfd7218a0b0,Breast Cancer - Medicare Access,healthwell,Ellence,,Ellence,Breast Cancer - Medicare Access
683eb07337b86bfd7218a0b0,Breast Cancer - Medicare Access,healthwell,Eloxatin,,Eloxatin,Breast Cancer - Medicare Access
683eb07337b86bfd7218a0b0,Breast Cancer - Medicare Access,healthwell,Enhertu,,Enhertu,Breast Cancer - Medicare Access
683eb07337b86bfd7218a0b0,Breast Cancer - Medicare Access,healthwell,Estrace,,Estrace,Breast Cancer - Medicare Access
683eb07337b86bfd7218a0b0,Breast Cancer - Medicare Access,healthwell,Estradiol,,Estradiol,Breast Cancer - Medicare Access
683eb07337b86bfd7218a0b0,Breast Cancer - Medicare Access,healthwell,Estrogen,,Estrogen,Breast Cancer - Medicare Access
683eb07337b86bfd7218a0b0,Breast Cancer - Medicare Access,healthwell,Estrone,,Estrone,Breast Cancer - Medicare Access
683eb07337b86bfd7218a0b0,Breast Cancer - Medicare Access,healthwell,Ethinyl Estradiol,,Ethinyl Estradiol,Breast Cancer - Medicare Access
683eb07337b86bfd7218a0b0,Breast Cancer - Medicare Access,healthwell,Etoposide,,Etoposide,Breast Cancer - Medicare Access
683eb07337b86bfd7218a0b0,Breast Cancer - Medicare Access,healthwell,Evamist,,Evamist,Breast Cancer - Medicare Access
683eb07337b86bfd7218a0b0,Breast Cancer - Medicare Access,healthwell,Everolimus,,Everolimus,Breast Cancer - Medicare Access
683eb07337b86bfd7218a0b0,Breast Cancer - Medicare Access,healthwell,Exemestane,,Exemestane,Breast Cancer - Medicare Access
683eb07337b86bfd7218a0b0,Breast Cancer - Medicare Access,healthwell,Fam-trastuzumab Deruxtecan-nxki,,Fam Trastuzumab Deruxtecan Nxki,Breast Cancer - Medicare Access
683eb07337b86bfd7218a0b0,Breast Cancer - Medicare Access,healthwell,Fareston,,Fareston,Breast Cancer - Medicare Access
683eb07337b86bfd7218a0b0,Breast Cancer - Medicare Access,healthwell,Faslodex,,Faslodex,Breast Cancer - Medicare Access
683eb07337b86bfd7218a0b0,Breast Cancer - Medicare Access,healthwell,Femara,,Femara,Breast Cancer - Medicare Access
683eb07337b86bfd7218a0b0,Breast Cancer - Medicare Access,healthwell,Femring,,Femring,Breast Cancer - Medicare Access
683eb07337b86bfd7218a0b0,Breast Cancer - Medicare Access,healthwell,Fluoxymesterone,,Fluoxymesterone,Breast Cancer - Medicare Access
683eb07337b86bfd7218a0b0,Breast Cancer - Medicare Access,healthwell,Fulvestrant,,Fulvestrant,Breast Cancer - Medicare Access
683eb07337b86bfd7218a0b0,Breast Cancer - Medicare Access,healthwell,Gemcitabine,,Gemcitabine,Breast Cancer - Medicare Access
683eb07337b86bfd7218a0b0,Breast Cancer - Medicare Access,healthwell,Gemzar,,Gemzar,Breast Cancer - Medicare Access
683eb07337b86bfd7218a0b0,Breast Cancer - Medicare Access,healthwell,Halaven,,Halaven,Breast Cancer - Medicare Access
683eb07337b86bfd7218a0b0,Breast Cancer - Medicare Access,healthwell,Halotestin,,Halotestin,Breast Cancer - Medicare Access
683eb07337b86bfd7218a0b0,Breast Cancer - Medicare Access,healthwell,Herceptin,,Herceptin,Breast Cancer - Medicare Access
683eb07337b86bfd7218a0b0,Breast Cancer - Medicare Access,healthwell,Herceptin Hylecta,,Herceptin Hylecta,Breast Cancer - Medicare Access
683eb07337b86bfd7218a0b0,Breast Cancer - Medicare Access,healthwell,Herzuma,,Herzuma,Breast Cancer - Medicare Access
683eb07337b86bfd7218a0b0,Breast Cancer - Medicare Access,healthwell,Ibrance,,Ibrance,Breast Cancer - Medicare Access
683eb07337b86bfd7218a0b0,Breast Cancer - Medicare Access,healthwell,Itovebi,,Itovebi,Breast Cancer - Medicare Access
683eb07337b86bfd7218a0b0,Breast Cancer - Medicare Access,healthwell,Ixempra,,Ixempra,Breast Cancer - Medicare Access
683eb07337b86bfd7218a0b0,Breast Cancer - Medicare Access,healthwell,Kadcyla,,Kadcyla,Breast Cancer - Medicare Access
683eb07337b86bfd7218a0b0,Breast Cancer - Medicare Access,healthwell,Kanjinti,,Kanjinti,Breast Cancer - Medicare Access
