ID,Name,Source,Source ID,Generic Name,Company Name,Equivalent,Associated Programs,Associated Drugs Count,Created At,Updated At
1194,cyclophosphamide,NEEDY_MEDS,820a0308-f8c6-2648-b693-df065f42b1b8,,,,"",1,2024-08-21 09:10:50,2024-08-21 09:10:50
1195,cycloset tablet,NEEDY_MEDS,0176b743-e120-4600-9079-dd962926d732,,,bromocriptine mesylate tablet,Bausch Health Patient Assistance Program; Cycloset tablet Copay Card Sign-up,1,2024-08-21 09:10:50,2025-03-16 06:59:01
1196,cyclosporine capsule,NEEDY_MEDS,4557b2b0-b083-40bf-97b9-b0103b49778c,,,,Teva Cares Foundation Patient Assistance Program,1,2024-08-21 09:10:50,2024-08-21 09:10:50
1197,cyclosporine oral solution,NEEDY_MEDS,1f455f74-07b2-4abc-8f8f-1b4022d7a938,,,,Teva Cares Foundation Patient Assistance Program,1,2024-08-21 09:10:50,2024-08-21 09:10:50
1198,cyklokapron,NEEDY_MEDS,15e682e3-2c1b-ab47-9fa7-fd8696e81334,,,tranexamic acid,"",1,2024-08-21 09:10:50,2025-03-16 06:59:01
1199,cyltezo solution; subcutaneous injection,NEEDY_MEDS,03417c9c-6663-ae47-8d3c-32982a989859,,,adalimumab-adbm solution; subcutaneous injection,BI Cares Patient Assistance Program: Specialty Program; Cyltezo solution; subcutaneous injection Copay Card Sign-up,1,2024-08-21 09:10:50,2025-03-16 06:59:01
1200,cymbalta capsule; delayed release,NEEDY_MEDS,2b74f5ce-42c3-48ee-afdb-e17c0875c3b2,,,duloxetine capsule; delayed release,Rx Outreach Medications; Lilly Cares Foundation Patient Assistance Program,1,2024-08-21 09:10:50,2025-03-16 06:59:01
1201,cymetra,NEEDY_MEDS,fe503cb3-5d5e-2241-9d80-7e20f893af40,,,wound matrix,"",1,2024-08-21 09:10:50,2025-03-16 06:59:01
1202,cyproheptadine,NEEDY_MEDS,8f71a887-3d3f-9746-ad46-fc5ae201be40,,,,"",1,2024-08-21 09:10:50,2024-08-21 09:10:50
1203,cyramza injection; iv,NEEDY_MEDS,fedf8b40-3f7c-814d-9901-1dfdbf9b1e77,,,ramucirumab injection; iv,Lilly Cares Foundation Patient Assistance Program; Cyramza injection; iv Copay Card Program,1,2024-08-21 09:10:50,2025-03-16 06:59:01
1204,cyred tablet,NEEDY_MEDS,5fabffab-db3b-a14b-b140-09a602a5b18e,,,desogestrel-ethinyl estradiol tablet,"",1,2024-08-21 09:10:50,2025-03-16 06:59:01
1205,cystadane solution,NEEDY_MEDS,cae983bb-0acb-413d-af4e-7725094e91c4,,,betaine anhydrous solution,Recordati Rare Diseases: Cystadane; Cystadane solution Copay Card Program,1,2024-08-21 09:10:50,2025-03-16 06:59:01
1206,cystadrops ophthalmic solution,NEEDY_MEDS,edca6afc-8ad8-9f47-94af-41d34afe6653,,,cysteamine ophthalmic solution,Recordati Rare Diseases: Cystadrops; Cystadrops ophthalmic solution Copay Card Program,1,2024-08-21 09:10:50,2025-03-16 06:59:01
1207,cystagon capsule,NEEDY_MEDS,913028dd-4ffa-4797-8ee9-16b5b7ba1039,,,cysteamine bitartrate capsule,Viatris Patient Assistance Program (Group One Medicines),1,2024-08-21 09:10:50,2025-03-16 06:59:01
1208,cystaran ophthalmic solution/drops,NEEDY_MEDS,6d11d7a5-ee0f-4008-b3d4-28506e9b82e9,,,cysteamine ophthalmic solution/drops,"",1,2024-08-21 09:10:50,2025-03-16 06:59:01
1209,cystex cranberry supplement caplet,NEEDY_MEDS,ac361b33-d107-41b6-a7ba-a220dd6a82fd,,,bacillus coagulans,Cystex Cranberry Supplement Caplet Instant Coupon,1,2024-08-21 09:10:50,2025-03-16 06:59:01
1210,cystex liquid supplement,NEEDY_MEDS,0b0f508d-6680-9443-a9b9-8c64d86ef3a7,,,methenamine,Cystex Liquid Supplement Instant Coupon,1,2024-08-21 09:10:50,2025-03-16 06:59:01
1211,cystex urinary pain relief tablet,NEEDY_MEDS,6d16f731-f044-4968-9c31-1a1eecd5282f,,,methenamine-sodium salicylate,Cystex Urinary Pain Relief Tablet Instant Coupon,1,2024-08-21 09:10:50,2025-03-16 06:59:01
1212,cystex uti test strips,NEEDY_MEDS,f6484af3-9df1-492c-b364-93516ddb39c1,,,UTI test strip,Cystex UTI Test Strips Instant Coupon,1,2024-08-21 09:10:50,2025-03-16 06:59:01
1213,cytarabine,NEEDY_MEDS,718d0e5d-0adb-4541-8a74-9d26dfdf67be,,,,"",1,2024-08-21 09:10:50,2024-08-21 09:10:50
1215,cytomel tablet,NEEDY_MEDS,afffd043-d773-ba4e-b499-39f317e2b078,,,liothyronine sodium tablet,Rx Outreach Medications; Cytomel tablet Free Sample Offer,1,2024-08-21 09:10:50,2025-03-16 06:59:01
1216,cytotec tablet,NEEDY_MEDS,155303a0-1926-e948-9bca-90b90a320cf8,,,misoprostol tablet,Cytotec tablet Free Sample Offer,1,2024-08-21 09:10:50,2025-03-16 06:59:01
1217,cytoxan,NEEDY_MEDS,2f91431b-6058-4306-bf1b-3c34943508d3,,,cyclophosphamide,"",1,2024-08-21 09:10:50,2025-03-16 06:59:01
1218,dacarbazine,NEEDY_MEDS,0f3fbba5-de61-4bbb-9e3a-b0a396a340a1,,,,"",1,2024-08-21 09:10:50,2024-08-21 09:10:50
1219,dacogen injection,NEEDY_MEDS,456d93db-d1f4-4619-b71d-c449d7b16e86,,,decitabine injection,"",1,2024-08-21 09:10:50,2025-03-16 06:59:01
1220,dailies aquacomfort plus contact lens products,NEEDY_MEDS,4e878acf-bd0d-424c-9f7d-a0c64060a56a,,,contact lenses,Dailies AquaComfort Plus Contact Lens Products Free-Trial Offer,1,2024-08-21 09:10:50,2025-03-16 06:59:01
1221,dailies colors contact lens products,NEEDY_MEDS,6d9afb4d-9655-164c-88c4-86a7e016f844,,,contact lenses,Dailies Colors Contact Lens Products Free-Trial Offer,1,2024-08-21 09:10:50,2025-03-16 06:59:01
1222,dailies total1 contact lens products,NEEDY_MEDS,c69df3fb-d210-b540-b6d6-5ade8379be81,,,contact lenses,Dailies Total1 Contact Lens Products Free-Trial Offer,1,2024-08-21 09:10:50,2025-03-16 06:59:01
1223,daliresp tablet,NEEDY_MEDS,53a00d22-a985-0a42-beee-1b0ad6f7be5c,,,roflumilast tablet,Rx Outreach Medications; Daliresp tablet Copay Card Download; Daliresp tablet Copay Card Download,1,2024-08-21 09:10:50,2025-03-16 06:59:01
1224,dalvance injection; iv,NEEDY_MEDS,6ac2be06-499c-470a-b6ac-ba38c3ffff96,,,dalbavancin injection; iv,myAbbVie Assist for Critical Care; Dalvance injection; iv Copay Card Program,1,2024-08-21 09:10:50,2025-03-16 06:59:01
1225,danazol capsule,NEEDY_MEDS,ba3177fa-9409-a549-a8b4-296359ab684a,,,,"",1,2024-08-21 09:10:50,2024-08-21 09:10:50
1226,dantrolene sodium,NEEDY_MEDS,6ea29461-2e8b-a645-9209-55e4d44c8652,,,,"",1,2024-08-21 09:10:50,2024-08-21 09:10:50
1227,danyelza injection; iv,NEEDY_MEDS,74cc3b69-7eae-6b41-b59b-fe7c3c6a6842,,,naxitamab-gqgk injection; iv,Y-mAbs Connect Patient Support Program; Danyelza injection; iv Copay Card Program,1,2024-08-21 09:10:50,2025-03-16 06:59:01
1228,dapsone,NEEDY_MEDS,3a177021-913a-7f49-b0d3-054b3e12badd,,,,"",1,2024-08-21 09:10:50,2024-08-21 09:10:50
1229,dapsone gel,NEEDY_MEDS,64aae5f2-c3b7-408e-8940-6d4882d3ca44,,,dapsone gel,Dapsone gel Discount Program/Point System; Dapsone gel Discount Program/Point System,1,2024-08-21 09:10:50,2025-03-16 06:59:01
1230,daraprim tablet,NEEDY_MEDS,b1963c1d-74ae-5843-b95d-3b8b3f187479,,,pyrimethamine tablet,Daraprim Direct Program; Daraprim tablet Copay Card Program,1,2024-08-21 09:10:50,2025-03-16 06:59:01
1231,darzalex faspro injection; subcutaneous,NEEDY_MEDS,66d73084-19ec-9448-8b37-839c5f109bbe,,,daratumumab-hyaluronidase-FIHJ injection; subcutaneous,"Johnson & Johnson Patient Assistance Foundation, Inc. Patient Assistance Program; Janssen CarePath; Darzalex Faspro injection; subcutaneous Copay Card Program; Darzalex Faspro injection; subcutaneous Mail-In Rebate",1,2024-08-21 09:10:50,2025-03-16 06:59:01
1232,darzalex injection; iv,NEEDY_MEDS,cac91c11-13f7-cd4c-82a4-28f90a157e85,,,daratumumab injection; iv,"Johnson & Johnson Patient Assistance Foundation, Inc. Patient Assistance Program; Janssen CarePath; Darzalex injection; iv Mail-In Rebate; Darzalex injection; iv Copay Card Program",1,2024-08-21 09:10:50,2025-03-16 06:59:01
1233,dasetta tablet,NEEDY_MEDS,17e8f6d5-3749-3f41-9a8f-fb850d7b20d8,,,ethinyl estradiol-norethindrone tablet,"",1,2024-08-21 09:10:50,2025-03-16 06:59:01
1234,daurismo tablet,NEEDY_MEDS,bf9dee5b-2f91-6b49-9200-917ab210ad74,,,glasdegib tablet,Pfizer RxPathways; Pfizer Oncology Together; Daurismo tablet Free Sample Offer,1,2024-08-21 09:10:50,2025-03-16 06:59:01
1235,daybue oral solution,NEEDY_MEDS,7a30a7cc-2fba-479a-89fd-9bfe22915cc1,,,trofinetide oral solution,Acadia Connect; Daybue oral solution Copay Card Program,1,2024-08-21 09:10:50,2025-03-16 06:59:01
1236,daypro tablet,NEEDY_MEDS,13f01f8b-a8c8-c048-ab9e-a0e753cbcc87,,,oxaprozin tablet,Daypro tablet Free Sample Offer,1,2024-08-21 09:10:50,2025-03-16 06:59:01
1237,daysee tablet,NEEDY_MEDS,807cb38a-2092-ef47-889c-efd8c53c60ee,,,ethinyl estradiol-levonorgestrel tablet,"",1,2024-08-21 09:10:50,2025-03-16 06:59:01
1238,daytrana transdermal film; extended-release,NEEDY_MEDS,039360f8-a108-c542-91e8-97f0ffb60da8,,,methylphenidate transdermal film; extended-release,Daytrana transdermal film; extended-release Copay Card Download,1,2024-08-21 09:10:50,2025-03-16 06:59:01
1239,dayvigo tablet,NEEDY_MEDS,84d72e27-3f6f-6042-b235-4a615b7d9017,,,lemborexant tablet,Eisai Dayvigo Patient Assistance Program; Dayvigo tablet Copay Card Sign-up,1,2024-08-21 09:10:50,2025-03-16 06:59:01
1240,ddavp,NEEDY_MEDS,ef004674-570b-6845-9bf2-84b1c0ddaaeb,,,desmopressin,"",1,2024-08-21 09:10:50,2025-03-16 06:59:01
1241,decadron,NEEDY_MEDS,9c28b9d9-f3e0-4dbe-837e-8b54d4047329,,,dexamethasone,"",1,2024-08-21 09:10:50,2025-03-16 06:59:01
1242,deferasirox tablet,NEEDY_MEDS,a860ec6c-1e8e-1249-9b24-ed60b60d0dde,,,deferasirox tablet,Deferasirox tablet Copay Card Download,1,2024-08-21 09:10:50,2025-03-16 06:59:01
1243,defitelio injection,NEEDY_MEDS,d0ac1977-c2f6-ed42-a140-bb08ed1b07e1,,,defibrotide injection,JazzCares: Defitelio,1,2024-08-21 09:10:50,2025-03-16 06:59:01
1244,del-beta,NEEDY_MEDS,d9aff443-4eb5-8f4a-b3d2-0e88514097c6,,,betamethasone,Rx Outreach Medications,1,2024-08-21 09:10:50,2025-03-16 06:59:01
1245,delestrogen injection,NEEDY_MEDS,8a84b184-ab7a-4be9-b691-7794ca29ed7c,,,estradiol valerate injection,"",1,2024-08-21 09:10:50,2025-03-16 06:59:01
1246,delstrigo tablet,NEEDY_MEDS,f4f74ae2-c129-3d4d-bbdf-b966af31f1bc,,,doravirine-lamivudine-tenofovir disoproxil fumarate tablet,Merck Patient Assistance Program; Merck Connect; Delstrigo tablet Free-Trial Offer; Delstrigo tablet Copay Card Sign-up,1,2024-08-21 09:10:50,2025-03-16 06:59:01
1247,delsym 12 hour cough liquid products,NEEDY_MEDS,7cffa495-0cd4-4b3b-848c-ccd26718d419,,,dextromethorphan polistirex,Delsym 12 Hour Cough Liquid Products Free Sample Offer,1,2024-08-21 09:10:50,2025-03-16 06:59:01
1248,delsym childrens 12 hour cough liquid products,NEEDY_MEDS,4e68770f-f1d2-ab40-be6c-9c2abd7bd924,,,dextromethorphan,Delsym Childrens 12 Hour Cough Liquid Products Free Sample Offer,1,2024-08-21 09:10:50,2025-03-16 06:59:01
1249,delsym childrens cough+ chest congestion dm liquid,NEEDY_MEDS,139f8f43-1ebf-6b4a-81ae-8c3a751e4a85,,,dextromethorphan-guaifenesin liquid,Delsym Childrens Cough+ Chest Congestion DM liquid Free Sample Offer,1,2024-08-21 09:10:50,2025-03-16 06:59:01
1250,delsym childrens cough+ cold nighttime liquid products,NEEDY_MEDS,4d7b6950-5f74-414f-b618-188f02b9ddc3,,,dextromethorphan polistirex,Delsym Childrens Cough+ Cold Nighttime Liquid Products Free Sample Offer,1,2024-08-21 09:10:50,2025-03-16 06:59:01
1251,delsym cough + chest congestion dm liquid,NEEDY_MEDS,4ea87abf-cc57-de4f-9fe0-69ced208e51b,,,dextromethorphan-guaifenesin liquid,Delsym Cough + Chest Congestion DM liquid Free Sample Offer,1,2024-08-21 09:10:50,2025-03-16 06:59:01
1252,delsym cough+ sore throat liquid,NEEDY_MEDS,01ae0464-d31e-4add-979b-d814024e4d33,,,acetaminophen-dextromethorphan,Delsym Cough+ Sore Throat Liquid Free Sample Offer,1,2024-08-21 09:10:50,2025-03-16 06:59:01
1253,delsym maximum strength cough suppressant caplet,NEEDY_MEDS,6ee6d628-9a40-46d9-908a-a1d1a4ec5a60,,,dextromethorphan HBr,Delsym Maximum Strength Cough Suppressant Caplet Free Sample Offer,1,2024-08-21 09:10:50,2025-03-16 06:59:01
1254,delsym nighttime cough liquid,NEEDY_MEDS,8e588c67-c8c4-482d-ac6d-4775e0b94c1b,,,acetaminophen-dextromethorphan-triprolidine,Delsym Nighttime Cough Liquid Free Sample Offer,1,2024-08-21 09:10:50,2025-03-16 06:59:01
1255,delsym no mess vapor roll-on topical cough relief,NEEDY_MEDS,e76f172e-3071-4fb4-a9e7-b45479b20a40,,,camphor-eucalyptus-menthol,Delsym No Mess Vapor Roll-On Topical Cough Relief Free Sample Offer,1,2024-08-21 09:10:50,2025-03-16 06:59:01
1256,deltasone tablet,NEEDY_MEDS,e4a34d09-9a50-9f4d-b067-8fd2a0be460f,,,prednisone tablet,Rx Outreach Medications,1,2024-08-21 09:10:50,2025-03-16 06:59:01
1257,delzicol capsule; delayed release,NEEDY_MEDS,c4dfda8d-1e4e-9649-a4a1-61d460989f99,,,mesalamine capsule; delayed release,myAbbVie Assist Patient Assistance Program,1,2024-08-21 09:10:50,2025-03-16 06:59:01
1258,demser capsule,NEEDY_MEDS,2525fea9-bfd4-ac42-b6f5-fdbe476ab399,,,metyrosine capsule,Bausch Health Patient Assistance Program; Demser capsule Copay Card Program,1,2024-08-21 09:10:50,2025-03-16 06:59:01
1259,denavir cream; topical,NEEDY_MEDS,60345195-4cee-fa4b-bb3d-2e4e42732ba6,,,penciclovir cream; topical,Viatris Patient Assistance Program (Group One Medicines),1,2024-08-21 09:10:50,2025-03-16 06:59:01
1260,depakene,NEEDY_MEDS,c6de3de9-f39c-ad4a-9d89-f6d12d1964e6,,,valproic acid,Rx Outreach Medications,1,2024-08-21 09:10:50,2025-03-16 06:59:01
1261,depakote er tablet; extended release,NEEDY_MEDS,83e9179c-31ab-459e-b384-dfe225acd9b1,,,divalproex sodium tablet; extended release,Rx Outreach Medications; myAbbVie Assist for Depakote; Depakote ER tablet; extended release Mail-In Rebate; Depakote ER tablet; extended release Copay Card Download,1,2024-08-21 09:10:50,2025-03-16 06:59:01
1262,depakote sprinkle capsule; delayed release,NEEDY_MEDS,2bd62eea-1363-4189-850a-9f0670d97065,,,divalproex sodium capsule; delayed release,Depakote Sprinkle capsule; delayed release Mail-In Rebate; Depakote Sprinkle capsule; delayed release Copay Card Download,1,2024-08-21 09:10:50,2025-03-16 06:59:01
1263,depakote tablet; delayed release,NEEDY_MEDS,2efdc6a2-38a0-414d-a639-bdac95d0ab3c,,,divalproex sodium tablet; delayed release,Rx Outreach Medications; myAbbVie Assist for Depakote; Depakote tablet; delayed release Mail-In Rebate; Depakote tablet; delayed release Copay Card Download,1,2024-08-21 09:10:50,2025-03-16 06:59:01
1264,depend fresh protection underwear for men,NEEDY_MEDS,0769a705-b98e-7143-a797-15f8a792fe0a,,,incontinence product,Depend Fresh Protection Underwear for Men Sign-up Coupon,1,2024-08-21 09:10:50,2025-03-16 06:59:01
1265,depend fresh protection underwear for women,NEEDY_MEDS,82f40984-81d9-654f-91e1-19ce8382dc22,,,incontinence product,Depend Fresh Protection Underwear for Women Sign-up Coupon,1,2024-08-21 09:10:50,2025-03-16 06:59:01
1266,depend guards for men,NEEDY_MEDS,1abaed2f-c859-964b-8803-28edd55e7ef7,,,incontinence product,Depend Guards for Men Sign-up Coupon; Depend Guards for Men Sign-up Coupon,1,2024-08-21 09:10:50,2025-03-16 06:59:01
1267,depend night defense underwear for men,NEEDY_MEDS,29bf3fb4-3905-5543-96e5-5c439d072760,,,incontinence product,Depend Night Defense Underwear for Men Sign-up Coupon; Depend Night Defense Underwear for Men Sign-up Coupon,1,2024-08-21 09:10:50,2025-03-16 06:59:01
1268,depend night defense underwear for women,NEEDY_MEDS,4665633e-c465-7641-aced-694d37fba7d0,,,incontinence product,Depend Night Defense Underwear for Women Sign-up Coupon; Depend Night Defense Underwear for Women Sign-up/receive future savings,1,2024-08-21 09:10:50,2025-03-16 06:59:01
1269,depend protection plus underwear for men,NEEDY_MEDS,96c08485-c188-4340-926c-761bfa05256c,,,incontinence product,Depend Protection Plus Underwear for Men Sign-up Coupon,1,2024-08-21 09:10:50,2025-03-16 06:59:01
1270,depend protection plus underwear for women,NEEDY_MEDS,c6a4d9a5-4493-4348-b52e-49eba248be15,,,incontinence product,Depend Protection Plus Underwear for Women Sign-up Coupon,1,2024-08-21 09:10:50,2025-03-16 06:59:01
1271,depend protection with tabs unisex briefs,NEEDY_MEDS,66972272-d08d-1a48-9bc9-5a98640fd07a,,,incontinence product,Depend Protection with Tabs Unisex Briefs Sign-up Coupon,1,2024-08-21 09:10:50,2025-03-16 06:59:01
1272,depend real fit underwear for men,NEEDY_MEDS,c19bf423-4874-b94a-99ea-eadabc251576,,,incontinence product,Depend Real Fit Underwear for Men Sign-up Coupon; Depend Real Fit Underwear for Men Sign-up Coupon,1,2024-08-21 09:10:50,2025-03-16 06:59:01
1273,depend shields for men,NEEDY_MEDS,6196821a-0995-6c4d-899a-0d973bef136c,,,incontinence product,Depend Shields for Men Sign-up Coupon; Depend Shields for Men Sign-up Coupon,1,2024-08-21 09:10:50,2025-03-16 06:59:01
1274,depend silhouette underwear products for women,NEEDY_MEDS,2c0a69ce-371a-014d-99c0-3133e272e186,,,incontinence product,Depend Silhouette Underwear Products for Women Sign-up Coupon; Depend Silhouette Underwear Products for Women Sign-up Coupon,1,2024-08-21 09:10:50,2025-03-16 06:59:01
1275,depend unisex night defense underpads,NEEDY_MEDS,c7901cc5-222e-9d47-b413-42db92260e15,,,incontinence product,Depend Unisex Night Defense Underpads Sign-up Coupon; Depend Unisex Night Defense Underpads Sign-up Coupon,1,2024-08-21 09:10:50,2025-03-16 06:59:01
1276,deplin tablet,NEEDY_MEDS,350cb434-a95a-e34f-baa9-684c37b0df7f,,,L-methylfolate tablet,Deplin tablet Discount Program/Point System,1,2024-08-21 09:10:51,2025-03-16 06:59:01
1277,depocyt injection,NEEDY_MEDS,2a0b7e41-6b72-446d-a4ac-e9a7b93b8cd4,,,cytarabine liposome injection,"",1,2024-08-21 09:10:51,2025-03-16 06:59:01
1278,depo-estradiol injection,NEEDY_MEDS,223d8121-1fc2-43d4-add8-664a1d79570d,,,estradiol cypionate injection,Pfizer RxPathways; Pfizer PAP Connect; Depo-Estradiol injection Free Sample Offer,1,2024-08-21 09:10:51,2025-03-16 06:59:01
1279,depo-medrol injection; iv,NEEDY_MEDS,614d8365-28b2-634d-bbe2-aa1cf4fb342e,,,methylprednisolone acetate injection; iv,Depo-Medrol injection; iv Free Sample Offer,1,2024-08-21 09:10:51,2025-03-16 06:59:01
1280,depo-provera injection,NEEDY_MEDS,88c8c234-1388-a946-9f29-8d8c8483b24e,,,medroxyprogesterone acetate injection,Depo-Provera injection Free Sample Offer,1,2024-08-21 09:10:51,2025-03-16 06:59:01
1281,depo-subq provera 104,NEEDY_MEDS,e82af43f-4f7a-4246-b503-8fd15512a85f,,,medroxyprogesterone acetate,Depo-SubQ Provera 104 Free Sample Offer,1,2024-08-21 09:10:51,2025-03-16 06:59:01
1282,depo-testosterone injection,NEEDY_MEDS,0c7bba98-b642-5c45-b092-5d3ec55c8e51,,,testosterone cypionate injection,Rx Outreach Medications,1,2024-08-21 09:10:51,2025-03-16 06:59:01
1283,dermacell,NEEDY_MEDS,8207eea7-d2c4-3644-a89e-bb5eaa689ad1,,,tissue; human allograft,"",1,2024-08-21 09:10:51,2025-03-16 06:59:01
1284,dermagraft dermal substitute,NEEDY_MEDS,294137fd-0e73-48d0-9ea7-b2d4254278b2,,,dermagraft  bilayered skin substitute dermal substitute,"",1,2024-08-21 09:10:51,2025-03-16 06:59:01
1285,dermancinrx lexitral solution; topical,NEEDY_MEDS,e0b375a3-7317-451c-a9cf-cdec9e09229d,,,diclofenac sodium-capsaicin solution; topical,"",1,2024-08-21 09:10:51,2025-03-16 06:59:01
1286,dermapure,NEEDY_MEDS,81b5b18c-afb3-214b-b859-d29128f33a39,,,matrix; tissue wound,"",1,2024-08-21 09:10:51,2025-03-16 06:59:01
1287,derma-smoothe oil; topical,NEEDY_MEDS,2bd27519-3094-3141-b41c-5e31542471cc,,,fluocinolone acetonisde oil; topical,"",1,2024-08-21 09:10:51,2025-03-16 06:59:01
1288,dermend fragile skin moisturizing formula cream,NEEDY_MEDS,3235c3c4-f344-df4f-bc7a-196878de584e,,,retinol-glycolic acid-niacinamide-ceramides,DerMend Fragile Skin Moisturizing Formula Cream Sign-up Coupon,1,2024-08-21 09:10:51,2025-03-16 06:59:01
1289,dermend moisturizing anti-itch lotion,NEEDY_MEDS,e3940ca7-b9e6-dd44-a090-2fc2f0179509,,,pramoxine HCl,DerMend Moisturizing Anti-Itch Lotion Sign-up Coupon,1,2024-08-21 09:10:51,2025-03-16 06:59:01
1290,dermend moisturizing bruise formula cream,NEEDY_MEDS,e4253522-b776-114f-9238-3f167c070018,,,retinol-glycolic acid-niacinamide-ceramides-arnica oil-phytonadione,DerMend Moisturizing Bruise Formula Cream Sign-up Coupon,1,2024-08-21 09:10:51,2025-03-16 06:59:01
1291,dermotic oil/drops; otic,NEEDY_MEDS,f8175409-a845-394e-9016-9fb1a090e28d,,,fluocinolone acetonide oil/drops; otic,"",1,2024-08-21 09:10:51,2025-03-16 06:59:01
1292,descovy tablet,NEEDY_MEDS,832898eb-b159-5642-8213-865ec15a267e,,,emtricitabine-tenofovir alafenamide tablet,Advancing Access Program; Descovy tablet Mail-In Rebate; Descovy tablet Copay Card Program,1,2024-08-21 09:10:51,2025-03-16 06:59:01
1293,desipramine,NEEDY_MEDS,5b9097c3-de3e-5242-9eb7-57fc5716a5e9,,,,REXULTI Savings Program (Generic Antidepressants),1,2024-08-21 09:10:51,2024-08-21 09:10:51
1295,desitin daily defense cream,NEEDY_MEDS,e3cb7155-f697-7042-a74b-e2413bd3bc95,,,zinc oxide,Desitin Daily Defense Cream Sign-up/receive future savings,1,2024-08-21 09:10:51,2025-03-16 06:59:01
1296,desitin diaper rash products,NEEDY_MEDS,b3702eee-dd88-414f-971d-1cac32df96a6,,,zinc oxide,Desitin Diaper Rash Products Free Sample Offer,1,2024-08-21 09:10:51,2025-03-16 06:59:01
1297,desitin maximum strength original zinc oxide paste,NEEDY_MEDS,857f1305-b658-b54b-a419-3a14140c390b,,,zinc oxide,Desitin Maximum Strength Original Zinc Oxide Paste Sign-up/receive future savings,1,2024-08-21 09:10:51,2025-03-16 06:59:01
1298,desitin multi-purpose ointment,NEEDY_MEDS,4bd221f9-934a-2947-8f34-4849f1f511f3,,,zinc oxide,Desitin Multi-Purpose Ointment Sign-up/receive future savings,1,2024-08-21 09:10:51,2025-03-16 06:59:01
1299,desloratadine tablet,NEEDY_MEDS,627e2e9e-9ce8-de4d-9d85-9c1acb57396d,,,,Costco Member Prescription Program,1,2024-08-21 09:10:51,2024-08-21 09:10:51
1300,desowen,NEEDY_MEDS,cfb29d18-e3cd-8542-9d90-7e61fa66f4e5,,,desonide,"",1,2024-08-21 09:10:51,2025-03-16 06:59:01
1301,desoxyn tablet,NEEDY_MEDS,6b22b363-746a-6f4f-bd32-aa8bb8fca566,,,methamphetamine tablet,Desoxyn tablet Copay Card Download; Desoxyn tablet Mail-In Rebate,1,2024-08-21 09:10:51,2025-03-16 06:59:01
1302,desrx gel; topical,NEEDY_MEDS,1dd61294-533b-0d4b-9143-6d8a8ee7cf1c,,,desonide gel; topical,DesRx gel; topical Copay Card Program; DesRx gel; topical Copay Card Download; DesRx gel; topical Copay Card Program,1,2024-08-21 09:10:51,2025-03-16 06:59:01
1303,desvenlafaxine,NEEDY_MEDS,32d3da22-67d3-bc43-a947-979fc1123718,,,,REXULTI Savings Program (Generic Antidepressants),1,2024-08-21 09:10:51,2024-08-21 09:10:51
1305,desyrel tablet,NEEDY_MEDS,6881ff77-e8a0-0445-b439-3da67cc20bf8,,,trazodone tablet,Rx Outreach Medications,1,2024-08-21 09:10:51,2025-03-16 06:59:01
1306,detachol adhesive remover,NEEDY_MEDS,874578f4-751f-1844-adce-43ad3aad4577,,,paraffin hydrocarbons adhesive remover,Ferndale Laboratories Patient Assistance Program,1,2024-08-21 09:10:51,2025-03-16 06:59:01
1307,detrol la capsule; extended-release,NEEDY_MEDS,b638c0ee-0371-4f44-b9e2-d350373da72e,,,tolterodine tartrate capsule; extended-release,Rx Outreach Medications; Viatris Patient Assistance Program (Group Two Medicines); Detrol LA capsule; extended-release Copay Card Sign-up,1,2024-08-21 09:10:51,2025-03-16 06:59:01
1308,detrol tablet,NEEDY_MEDS,5b952db2-c136-a542-92d2-50e263f164cc,,,tolterodine tartrate tablet,Rx Outreach Medications; Viatris Patient Assistance Program (Group Two Medicines),1,2024-08-21 09:10:51,2025-03-16 06:59:01
1309,dexabliss tablet,NEEDY_MEDS,2c1b9d90-3cc0-7f49-8809-f12845c1ef5a,,,dexamethasone tablet,"",1,2024-08-21 09:10:51,2025-03-16 06:59:01
1310,dexamethasone intensol,NEEDY_MEDS,a4b6f5ff-976e-3749-a0d3-ef7a151c2653,,,,"",1,2024-08-21 09:10:51,2024-08-21 09:10:51
1311,dexamethasone tablet,NEEDY_MEDS,3ca66603-6618-4d6f-bd47-d0a6a20e1435,,,,D & W Fresh Market $5.99/$12.99 Generic Program; Hy-Vee $4/$10 Generic Program; Walgreens Prescription Savings Club; Family Fare Supermarkets $5.99/$12.99 Generic Program; Price Cutter $4/$10 Medication Savings List; H-E-B Rx Rewards Platinum; VG's Grocery $5.99/$12.99 Generic Program; Forest Hills Foods $5.99/$12.99 Generic Program; Family Fresh Market $5.99/$12.99 Generic Program; Duane Reade/Walgreens Prescription Savings Club; Cash Saver $4 Prescription Program; Marc's Generic RX Program; Food City Prescription Discount Club,1,2024-08-21 09:10:51,2024-08-21 09:10:51
1312,dexcom g6 device; mobile,NEEDY_MEDS,eed8f6fa-5b0e-2d40-9165-9d205485a8a0,,,glucose monitoring system device; mobile,Dexcom Patient Assistance Program; Dexcom G6 device; mobile Mail-Order Pharmacy; Dexcom G6 device; mobile Free Sample Offer; Dexcom G6 device; mobile Instant Coupon; Dexcom G6 device; mobile Instant Coupon,1,2024-08-21 09:10:51,2025-03-16 06:59:01
