ID,UUID,Name,Active,Associated SourceDrugs Count,Associated SourceDrugs,Associated Programs Count,Associated Programs,Created At,Updated At
505,02689886-5949-4b2a-95f2-e15ccc436125,azo vaginal ph screening kit,true,1,azo vaginal ph screening kit,2,AZO Vaginal pH Screening Kit Free Sample Offer; AZO Vaginal pH Screening Kit Sign-up/receive future savings,2024-08-21 09:11:22,2025-03-09 11:27:12
506,70e150b8-4ecf-445e-9064-3039d6ebcf86,azo yeast plus,true,1,azo yeast plus tablet,2,AZO Yeast Plus Tablet Sign-up/receive future savings; AZO Yeast Plus Tablet Free Sample Offer,2024-08-21 09:11:22,2025-03-09 11:27:12
507,fea5d8b4-0b89-4312-801c-900cb5fbfff3,azor,true,6,azor tablet; azor (amlodipine besylate/olmesartan medoxomil); azor; azor; azor (amlodipine besylate/olmesartan medoxomil); azor,9,"Rx Outreach Medications; Azor tablet Copay Card Download; Azor tablet Copay Card Download; mps i - hurler syndrome (hurler-scheie, scheie) fund; neurofibromatosis fund; chronic heart failure - medicare access fund; rx outreach medications; azor pre-activated savings card; azor pre-activated savings card",2024-08-21 09:11:22,2025-03-09 11:27:12
508,fb12eb48-b124-4ec4-9868-92f0aadb820f,azstarys,true,3,azstarys capsule; azstarys; azstarys,5,Azstarys capsule Copay Card Sign-up; Azstarys capsule Copay Card Sign-up; pediatric assistance fund; azstarys copay savings card; azstarys copay savings card,2024-08-21 09:11:22,2025-03-09 11:27:12
509,05044b1f-c1d7-4b5d-bae5-8cc1b7399eaa,azulfidine en-tab,true,1,azulfidine en-tab,1,Rx Outreach Medications,2024-08-21 09:11:22,2025-03-09 11:27:12
510,3c04e165-8d8f-4a45-8a41-bf01bb582f48,azulfidine,true,4,azulfidine tablet; azulfidine; azulfidine; azulfidine,4,Rx Outreach Medications; ulcerative colitis fund; inflammatory bowel disease - medicare access fund; rx outreach medications,2024-08-21 09:11:22,2025-03-09 11:27:12
511,32363b32-417b-46f9-bf37-4288f2816cf7,azurette,true,1,azurette tablet,0,"",2024-08-21 09:11:22,2025-03-09 11:27:12
512,fadf24af-eff6-4a4b-be1f-9cd671c50141,bacitracin polymyxin,true,1,bacitracin polymyxin ophthalmic ointment,4,Costco Member Prescription Program; Walgreens Prescription Savings Club; H-E-B Rx Rewards Platinum; Duane Reade/Walgreens Prescription Savings Club,2024-08-21 09:11:22,2025-03-09 11:27:12
513,5e2fbe86-aa7b-401c-a179-16586cc2bf88,backaid heat therapy patch,true,1,backaid heat therapy patch,1,BACKAID Heat Therapy Patch Sign-up/receive future savings,2024-08-21 09:11:22,2025-03-09 11:27:12
514,c2a34615-0cd8-4ed0-adde-80eb8e8338dc,backaid max,true,1,backaid max caplet,1,BACKAID Max caplet Sign-up/receive future savings,2024-08-21 09:11:22,2025-03-09 11:27:12
515,9b2795a4-577c-4292-acad-3a6e2199113b,baclofen,true,6,baclofen tablet; baclofen (bulk); baclofen; baclofen; baclofen; baclofen (bulk),17,Costco Member Prescription Program; D & W Fresh Market $5.99/$12.99 Generic Program; Hy-Vee $4/$10 Generic Program; Walgreens Prescription Savings Club; Family Fare Supermarkets $5.99/$12.99 Generic Program; VG's Grocery $5.99/$12.99 Generic Program; TOPS $3.99+Plan Generics Program; Forest Hills Foods $5.99/$12.99 Generic Program; Family Fresh Market $5.99/$12.99 Generic Program; Duane Reade/Walgreens Prescription Savings Club; Hannaford Healthy Saver Plus Program; Food Lion Healthy Saver Program; multiple sclerosis - privately insured; multiple sclerosis - publicly insured; movement disorders - medicare access fund; multiple sclerosis - medicare access fund; multiple sclerosis health equity fund,2024-08-21 09:11:23,2024-08-21 09:11:23
516,890769c9-6069-474e-b077-e2f5c1afe153,bactrim,true,6,bactrim; bactrim; bactrim; bactrim; bactrim; bactrim,7,"chronic granulomatous disease (cgd) fund; anca-assoc vasculitis, and granulomatosis with polyangiitis (formerly wegeners) fund; chronic obstructive pulmonary disease - medicare access fund; chronic obstructive pulmonary disease (copd) fund; chronic obstructive pulmonary disease health equity fund (copd); chronic granulomatous disease fund; rx outreach medications",2024-08-21 09:11:23,2025-03-09 11:27:12
517,7ef8541d-748a-4745-a858-6c37d21078cd,bactrim ds,true,3,bactrim ds tablet; bactrim ds; bactrim ds,3,Rx Outreach Medications; chronic granulomatous disease (cgd) fund; rx outreach medications,2024-08-21 09:11:23,2025-03-09 11:27:12
518,51c56cf9-f2c0-4d14-b02b-fd2d2fe39ad4,bactroban,true,1,bactroban,1,Rx Outreach Medications,2024-08-21 09:11:23,2025-03-09 11:27:12
519,4a87c7ad-4a9d-466a-991a-8a10a0cfff23,bafiertam,true,8,bafiertam; bafiertam capsule; delayed release; bafiertam; bafiertam; bafiertam; bafiertam; bafiertam; bafiertam,11,Banner Patient Support; Banner Patient Support; Bafiertam capsule; delayed release Copay Card Sign-up; multiple sclerosis fund; multiple sclerosis - privately insured; multiple sclerosis - publicly insured; multiple sclerosis - medicare access fund; multiple sclerosis health equity fund; banner patient support; bafiertam savings card; bafiertam savings card,2024-08-21 09:11:23,2025-03-09 11:27:12
520,2bcb9b20-279c-461f-bea6-aa81fa44eeea,balcoltra,true,2,balcoltra tablet; balcoltra,7,Balcoltra tablet Mail-Order Pharmacy; Balcoltra tablet Free Sample Offer; Balcoltra tablet Copay Card Sign-up; balcoltra direct-to-patient program through glendale pharmacy; balcoltra savings program; balcoltra direct-to-patient program through glendale pharmacy; balcoltra savings program,2024-08-21 09:11:23,2025-03-09 11:27:12
521,ae8b8733-9c1b-46bf-9a2c-9b1890e6869d,balfaxar lyophilized powder,true,1,balfaxar lyophilized powder for solution; iv,0,"",2024-08-21 09:11:23,2025-03-16 07:31:13
522,c468d50e-2628-451f-a663-59e90a543b7c,balmex adultadvantage,true,1,balmex adultadvantage cream,2,Balmex AdultAdvantage cream Free Sample Offer; Balmex AdultAdvantage cream Sign-up/receive future savings,2024-08-21 09:11:23,2025-03-09 11:27:12
523,f87f811b-207b-4b8b-9111-df5e442c73a0,balmex complete protection diaper rash,true,1,balmex complete protection diaper rash cream,1,Balmex Complete Protection Diaper Rash Cream Sign-up/receive future savings,2024-08-21 09:11:23,2025-03-09 11:27:12
524,cdd64eab-4464-417e-9fab-436f8a213367,balmex multi-purpose healing,true,1,balmex multi-purpose healing ointment,1,Balmex Multi-Purpose Healing Ointment Sign-up/receive future savings,2024-08-21 09:11:23,2025-03-09 11:27:12
525,8e46aa62-e3c7-45f6-b659-f54c48050dd8,balneol,true,1,balneol lotion,2,Balneol lotion Discount Program/Point System; Balneol lotion Sign-up/receive future savings,2024-08-21 09:11:23,2025-03-09 11:27:12
526,c9843804-285e-4b2f-914e-f2788ce42307,balsalazide disodium,true,2,balsalazide disodium; balsalazide disodium,2,Rx Outreach Medications; ulcerative colitis fund,2024-08-21 09:11:23,2024-08-21 09:11:23
527,a1205cb4-129c-45ac-a298-ae555bf4a470,balversa,true,8,balversa; balversa tablet; balversa (erdafitinib); balversa; balversa; balversa; balversa; balversa,14,"Johnson & Johnson Patient Assistance Program; Janssen Patient Assistance; Johnson & Johnson Patient Assistance Foundation, Inc. Patient Assistance Program; Janssen CarePath; Balversa tablet Copay Card Program; Balversa tablet Copay Card Program; bladder cancer (federal healthcare program) fund; bladder and urothelial cancer - medicare access fund; bladder cancer fund; johnson & johnson patient assistance program; balversa janssen carepath savings program; balversa medicare part d extra help subsidy; balversa janssen carepath savings program; balversa medicare part d extra help subsidy",2024-08-21 09:11:23,2025-03-09 11:27:12
528,a484f373-4136-443d-aaf8-56ceebcc2993,balziva,true,2,balziva tablet; balziva,2,Rx Outreach Medications; rx outreach medications,2024-08-21 09:11:23,2025-03-09 11:27:12
529,40b99a20-c3fb-403b-adb9-feb7d9331dbf,band-aid brand adhesive bandage,true,1,band-aid brand adhesive bandage products,1,Band-Aid Brand Adhesive Bandage Products Sign-up/receive future savings,2024-08-21 09:11:23,2025-03-09 11:27:12
530,54e93b25-592f-4ef2-ad56-1d3fafda2565,band-aid brand antiseptic & wound wash,true,1,band-aid brand antiseptic & wound wash products,1,Band-Aid Brand Antiseptic & Wound Wash Products Sign-up/receive future savings,2024-08-21 09:11:23,2025-03-09 11:27:12
531,8140d27a-6a03-4719-b879-a098e6b971db,band-aid brand first aid kit,true,1,band-aid brand first aid kit products,1,Band-Aid Brand First Aid Kit Products Sign-up/receive future savings,2024-08-21 09:11:23,2025-03-09 11:27:12
532,8d5a7e60-4941-4f59-b020-fc1ddb421262,band-aid brand footcare,true,1,band-aid brand footcare products,1,Band-Aid Brand Footcare Products Sign-up/receive future savings,2024-08-21 09:11:23,2025-03-09 11:27:12
533,11872e46-01fe-47d9-85ac-50602ab8831f,band-aid brand gauze & pad,true,1,band-aid brand gauze & pad products,1,Band-Aid Brand Gauze & Pad Products Sign-up/receive future savings,2024-08-21 09:11:23,2025-03-09 11:27:12
534,3aceccda-ec98-4057-8261-3a6e332cc049,band-aid brand tape & wrap,true,1,band-aid brand tape & wrap products,1,Band-Aid Brand Tape & Wrap Products Sign-up/receive future savings,2024-08-21 09:11:23,2025-03-09 11:27:12
535,10ee30ed-6d96-4b1d-953a-68ecded2dc67,banzel,true,3,banzel; banzel; banzel,3,Rx Outreach Medications; epilepsy fund; rx outreach medications,2024-08-21 09:11:23,2025-03-09 11:27:12
536,59e7ad1b-dd59-4e6e-8b65-d9fb6025f883,baqsimi nasal,true,1,baqsimi nasal powder,1,Baqsimi nasal powder Copay Card Download,2024-08-21 09:11:23,2025-03-09 11:27:12
537,d820f1de-7ef4-46ca-82e7-d2d82b155695,baraclude,true,2,baraclude; baraclude,2,Rx Outreach Medications; rx outreach medications,2024-08-21 09:11:23,2025-03-09 11:27:12
538,28db123d-56b7-40e1-9032-0acd96bc9677,barhemsys,true,1,barhemsys injection; iv,0,"",2024-08-21 09:11:23,2025-03-09 11:27:12
539,0df1c437-a26f-4710-a7e6-005f5345a0ee,basaglar,true,3,basaglar; basaglar injection; basaglar,19,Lilly Cares; Lilly Cares Foundation Patient Assistance Program; Basaglar injection Mail-In Rebate; Basaglar injection Copay Card Download; lilly cares foundation patient assistance program; basaglar savings card; basaglar savings card rebate; lilly insulin value program cash savings card for basaglar kwikpen; lilly insulin value program cash savings card for basaglar tempopen; lilly insulin value program commercial insurance savings card for basaglar kwikpen; lilly insulin value program commercial insurance savings card for basaglar tempo pen; lilly tempo savings card for basaglar tempo pen; basaglar savings card; basaglar savings card rebate; lilly insulin value program cash savings card for basaglar kwikpen; lilly insulin value program cash savings card for basaglar tempopen; lilly insulin value program commercial insurance savings card for basaglar kwikpen; lilly insulin value program commercial insurance savings card for basaglar tempo pen; lilly tempo savings card for basaglar tempo pen,2024-08-21 09:11:23,2025-03-09 11:27:12
540,21930b7b-691b-42a0-a83e-5758ab5676a6,basaglar kwikpen,true,2,basaglar kwikpen injection; prefilled pen; basaglar kwikpen,4,Basaglar KwikPen injection; prefilled pen Copay Card Download; Basaglar KwikPen injection; prefilled pen Copay Card Download; pediatric assistance fund; type 2 diabetes fund,2024-08-21 09:11:23,2025-03-09 11:27:12
541,e149dfdc-f697-43a6-b93a-516f6cb8b584,basaglar tempo u-100,true,2,basaglar tempo u-100 pen injection; prefilled pen; basaglar tempo pen u-100,6,Basaglar Tempo U-100 Pen injection; prefilled pen Copay Card Download; Basaglar Tempo U-100 Pen injection; prefilled pen Copay Card Download; Basaglar Tempo U-100 Pen injection; prefilled pen Copay Card Download; Basaglar Tempo U-100 Pen injection; prefilled pen Copay Card Download; hyperkalemia fund; type 2 diabetes fund,2024-08-21 09:11:23,2025-03-09 11:27:12
542,e635840a-bc6d-41d6-8f77-555f21e9cdf8,bausch+lomb inf contact lenses,true,1,bausch+lomb infuse contact lenses,2,Bausch+Lomb Infuse Contact Lenses Free-Trial Offer; Bausch+Lomb Infuse Contact Lenses Sign-up/receive future savings,2024-08-21 09:11:23,2025-03-16 07:31:13
543,d06c348d-e304-4ca6-b513-9a7daec866bd,bausch+lomb renu advanced formula contact lens,true,1,bausch+lomb renu advanced formula contact lens solution,1,Bausch+Lomb renu Advanced Formula Contact Lens Solution Sign-up Coupon,2024-08-21 09:11:23,2025-03-09 11:27:12
544,33fb92f8-76dd-4d00-8588-06fbea886161,bausch+lomb soothe hydration eye,true,1,bausch+lomb soothe hydration eye drops,1,Bausch+Lomb Soothe Hydration Eye Drops Instant Coupon,2024-08-21 09:11:23,2025-03-09 11:27:12
545,bca3396c-399d-4dc9-8f68-2897d17af623,bausch+lomb soothe maximum hydration eye,true,1,bausch+lomb soothe maximum hydration eye drops,1,Bausch+Lomb Soothe Maximum Hydration Eye Drops Instant Coupon,2024-08-21 09:11:23,2025-03-09 11:27:12
546,a5be7a3b-a085-420c-add0-87b0d85f32da,bausch+lomb soothe nighttime eye,true,1,bausch+lomb soothe nighttime eye drops,1,Bausch+Lomb Soothe Nighttime Eye Drops Instant Coupon,2024-08-21 09:11:23,2025-03-09 11:27:12
547,72a16aec-c38a-4e1a-86ad-3eb132448f3c,bausch+lomb soothe preservative free eye,true,1,bausch+lomb soothe preservative free eye drops,1,Bausch+Lomb Soothe Preservative Free Eye Drops Instant Coupon,2024-08-21 09:11:23,2025-03-09 11:27:12
548,e0f5fa76-a050-4772-8b6f-32d152bc3c20,bausch+lomb soothexp preservative free eye,true,1,bausch+lomb soothexp preservative free eye drops,1,Bausch+Lomb SootheXP Preservative Free Eye Drops Instant Coupon,2024-08-21 09:11:23,2025-03-09 11:27:12
549,2b16dfa2-b4e6-41f6-b967-bffc185b2cad,bausch+lomb soothexp xtra protection eye,true,1,bausch+lomb soothexp xtra protection eye drops,1,Bausch+Lomb SootheXP Xtra Protection Eye Drops Instant Coupon,2024-08-21 09:11:23,2025-03-09 11:27:13
550,3da61868-9346-4df7-a8bf-347d1bbc9b0e,bausch+lomb ultra contact lens,true,1,bausch+lomb ultra contact lens products,2,Bausch+Lomb Ultra Contact Lens Products Sign-up/receive future savings; Bausch+Lomb Ultra Contact Lens Products Free-Trial Offer,2024-08-21 09:11:23,2025-03-09 11:27:13
551,f15009a1-1161-4f8d-9d05-5355581802ce,bavencio,true,8,bavencio; bavencio injection; iv; bavencio (avelumab); bavencio; bavencio; bavencio; bavencio; bavencio,12,CoverOne Program; CoverOne Program; Bavencio injection; iv Copay Card Program; bladder cancer (federal healthcare program) fund; renal cell carcinoma (rcc) fund; bladder and urothelial cancer - medicare access fund; renal cell carcinoma - medicare access fund; bladder cancer fund; renal cell carcinoma fund; coverone program: bavencio; bavencio coverone co-pay card; bavencio coverone co-pay card,2024-08-21 09:11:23,2025-03-09 11:27:13
552,6f717137-de2b-4907-a78e-1d002a64ffc4,baxdela,true,2,baxdela; baxdela,1,skin and skin structure infections fund,2024-08-21 09:11:23,2025-03-09 11:27:13
553,26a09556-3edf-4052-8438-7f2dfbb01e04,bayer back and body coated,true,1,bayer back and body coated caplet,2,Bayer Back and Body Coated Caplet Free Sample Offer; Bayer Back and Body Coated Caplet Sign-up Coupon,2024-08-21 09:11:23,2025-03-09 11:27:13
554,f4a065a9-5670-4dcf-a22b-02397bbc8c04,bayer chewable aspirin,true,1,bayer chewable aspirin tablet products,2,Bayer Chewable Aspirin Tablet Products Free Sample Offer; Bayer Chewable Aspirin Tablet Products Sign-up Coupon,2024-08-21 09:11:23,2025-03-09 11:27:13
555,15da1310-ae09-42fe-b5d7-7b4da936b406,bayer extra strength coated,true,1,bayer extra strength coated caplet,2,Bayer Extra Strength Coated Caplet Free Sample Offer; Bayer Extra Strength Coated Caplet Sign-up Coupon,2024-08-21 09:11:23,2025-03-09 11:27:13
556,f53f6689-a526-4caf-8abd-f2e29e0c56ce,bayer genuine aspirin coated,true,1,bayer genuine aspirin coated caplet,2,Bayer Genuine Aspirin Coated Caplet Sign-up Coupon; Bayer Genuine Aspirin Coated Caplet Free Sample Offer,2024-08-21 09:11:23,2025-03-09 11:27:13
557,07c3fbb7-6b45-4f9c-bf97-497da2ae44e0,bayer headache coated,true,1,bayer headache coated caplet,2,Bayer Headache Coated Caplet Sign-up Coupon; Bayer Headache Coated Caplet Free Sample Offer,2024-08-21 09:11:23,2025-03-09 11:27:13
558,4e7b45b2-5b5c-4036-b384-cceb4200a118,bayer low dose coated,true,1,bayer low dose coated tablet,2,Bayer Low Dose Coated Tablet Free Sample Offer; Bayer Low Dose Coated Tablet Sign-up Coupon,2024-08-21 09:11:23,2025-03-09 11:27:13
559,f27f01e0-9347-48eb-bf15-2d6d0a9e9c55,bayer regular dose coated,true,1,bayer regular dose coated caplet,2,Bayer Regular Dose Coated Caplet Sign-up Coupon; Bayer Regular Dose Coated Caplet Free Sample Offer,2024-08-21 09:11:23,2025-03-09 11:27:13
560,2a23635f-c83b-4d99-994b-9417ee2e1411,bcg vaccine,true,5,bcg vaccine injection; bcg vaccine; bcg vaccine; bcg vaccine; bcg vaccine (tice strain),3,bladder and urothelial cancer - medicare access fund; bladder cancer fund; melanoma fund,2024-08-21 09:11:23,2025-03-09 11:27:13
561,c5f12558-d4d4-4585-a4a6-1cc56ef4b147,belbuca buccal film,true,1,belbuca buccal film,1,Belbuca buccal film Copay Card Download,2024-08-21 09:11:23,2025-03-09 11:27:13
562,878a8e82-ba96-4f8b-a237-c3544c753942,beleodaq,true,3,beleodaq injection; iv; beleodaq; beleodaq,6,Specialty Therapy Access Resources (STAR); Beleodaq injection; iv Copay Card Program; non-hodgkin's lymphoma fund; specialty therapy access resources (star); beleodaq star copay assistance program; beleodaq star copay assistance program,2024-08-21 09:11:23,2025-03-16 07:31:13
563,650f375e-55be-4b81-851d-d24f2dd43fda,beleodaq powder,true,1,beleodaq powder,1,STAR Specialty Therapy Access Resources,2024-08-21 09:11:23,2025-03-16 07:31:13
564,5ffe72c0-4f82-4e51-8d86-fa87b4f11607,belrapzo,true,8,belrapzo; belrapzo injection; iv; belrapzo; belrapzo; belrapzo; belrapzo; belrapzo; belrapzo,13,Eagle Can Care & Access Network; Eagle Can Care & Access Network; chronic lymphocytic leukemia fund; b-cell lymphoma - medicare access fund; mantle cell lymphoma fund; small cell lung cancer - medicare access fund; waldenstrom macroglobulinemia fund; multiple myeloma fund; multiple myeloma health equity fund; small cell lung cancer fund; non-hodgkin's lymphoma fund; follicular lymphoma fund; eagle can care & access network,2024-08-21 09:11:23,2025-03-09 11:27:13
565,caf42703-3530-4667-8b44-9dfdd0afd066,belsomra,true,5,belsomra; belsomra tablet; belsomra; belsomra; belsomra,16,The Merck Patient Assistance Program; Merck Patient Assistance Program; Merck Connect; Belsomra tablet Free-Trial Offer; Belsomra tablet Copay Card Sign-up; Belsomra tablet Mail-In Rebate; Belsomra tablet Free Sample Offer; acid sphingomyelinase deficiency (asmd) fund; circadian rhythm disorders - publicly insured; merck patient assistance program; belsomra free trial offer; belsomra savings coupon; belsomra savings coupon direct member reimbursement (dmr); belsomra free trial offer; belsomra savings coupon; belsomra savings coupon direct member reimbursement (dmr),2024-08-21 09:11:23,2025-03-09 11:27:13
566,b19656aa-6a50-4d29-ac3c-79526812579e,belviq,true,1,belviq tablet,1,Rx Outreach Medications,2024-08-21 09:11:23,2025-03-09 11:27:13
567,5c5c791a-2d6f-4628-afdc-86438c3636ae,benadryl allergy -,true,2,benadryl allergy liqui-gels; benadryl allergy,2,Benadryl Allergy Liqui-Gels Sign-up/receive future savings; circadian rhythm disorders - publicly insured,2024-08-21 09:11:23,2025-03-09 11:27:13
568,9ad7ca09-d3ec-4e65-ba1d-93710cf133b9,benadryl allergy plus congestion,true,1,benadryl allergy plus congestion tablet,1,Benadryl Allergy Plus Congestion Tablet Sign-up/receive future savings,2024-08-21 09:11:23,2025-03-09 11:27:13
569,396c481f-c270-4ae8-8f0b-1bda52211941,benadryl allergy ultratab,true,1,benadryl allergy ultratab tablet,1,Benadryl Allergy Ultratab Tablet Sign-up/receive future savings,2024-08-21 09:11:23,2025-03-09 11:27:13
570,ea499d75-85a9-4714-b58b-e6ac3f5f23c8,benadryl childrens allergy dye-free,true,1,benadryl childrens allergy dye-free liquid,1,Benadryl Childrens Allergy Dye-Free Liquid Sign-up/receive future savings,2024-08-21 09:11:23,2025-03-09 11:27:13
571,7e6732ab-83c8-4a94-937e-a5ea83a37763,benadryl childrens allergy,true,1,benadryl childrens allergy liquid,1,Benadryl Childrens Allergy Liquid Sign-up/receive future savings,2024-08-21 09:11:23,2025-03-09 11:27:13
572,fbce47a9-5980-4ca4-a791-80c2c66cf80d,benadryl childrens allergy plus congestion,true,1,benadryl childrens allergy plus congestion liquid,1,Benadryl Childrens Allergy Plus Congestion Liquid Sign-up/receive future savings,2024-08-21 09:11:23,2025-03-09 11:27:13
573,2063d7b4-1b79-4654-b335-47f29352f10b,benadryl childrens chewable,true,1,benadryl childrens chewable tablet,1,Benadryl Childrens Chewable Tablet Sign-up/receive future savings,2024-08-21 09:11:23,2025-03-09 11:27:13
574,009b8956-38f1-4109-af82-e4b483d433c3,benadryl childrens,true,1,benadryl childrens products,1,Benadryl Childrens Products Free Sample Offer,2024-08-21 09:11:23,2025-03-09 11:27:13
575,5bd5bd09-50fa-486b-9c17-219664c1925f,benadryl extra strength allergy relief,true,1,benadryl extra strength allergy relief tablet,1,Benadryl Extra Strength Allergy Relief Tablet Sign-up/receive future savings,2024-08-21 09:11:23,2025-03-09 11:27:13
576,29330823-b46f-4cfd-a50c-995c174b1dd6,benadryl extra strength itch relief stick,true,1,benadryl extra strength itch relief stick,1,Benadryl Extra Strength Itch Relief Stick Sign-up/receive future savings,2024-08-21 09:11:23,2025-03-09 11:27:13
577,e77714d0-f18a-4530-b81a-43fb52c18a5e,benadryl extra strength itch stopping cream,true,1,benadryl extra strength itch stopping cream,1,Benadryl Extra Strength Itch Stopping Cream Sign-up/receive future savings,2024-08-21 09:11:23,2025-03-16 07:31:13
578,ca448802-ca56-4387-a298-fc0d2c627ab3,benadryl extra strength itch stopping,true,1,benadryl extra strength itch stopping gel,1,Benadryl Extra Strength Itch Stopping Gel Sign-up/receive future savings,2024-08-21 09:11:23,2025-03-16 07:31:13
579,b9752653-94ef-4b9a-85e2-f13842ae199a,benadryl extra strength,true,1,benadryl extra strength spray,1,Benadryl Extra Strength Spray Sign-up/receive future savings,2024-08-21 09:11:23,2025-03-09 11:27:13
580,f61fde20-a656-4af0-a125-b6df3e176596,benadryl original strength itch stopping,true,1,benadryl original strength itch stopping cream,1,Benadryl Original Strength Itch Stopping Cream Sign-up/receive future savings,2024-08-21 09:11:23,2025-03-09 11:27:13
581,303160e8-5a93-4670-bc58-1b17968845c9,benazepril,true,2,benazepril tablet; benazepril,26,Costco Member Prescription Program; Martin's Pharmacy Prescription Savings; D & W Fresh Market $5.99/$12.99 Generic Program; Hy-Vee $4/$10 Generic Program; Walgreens Prescription Savings Club; Family Fare Supermarkets $5.99/$12.99 Generic Program; Giant Pharmacy Prescription Savings; Price Cutter $4/$10 Medication Savings List; H-E-B Rx Rewards Platinum; VG's Grocery $5.99/$12.99 Generic Program; TOPS $3.99+Plan Generics Program; Forest Hills Foods $5.99/$12.99 Generic Program; Family Fresh Market $5.99/$12.99 Generic Program; Duane Reade/Walgreens Prescription Savings Club; Cash Saver $4 Prescription Program; Kroger Rx Savings Club; Hannaford Healthy Saver Plus Program; Food Lion Healthy Saver Program; Bashas' Generic Med Plan; Marc's Generic RX Program; ShopRite Prescription Savings Program; Winn-Dixie Pharmacy Low Price Generics; Harveys Pharmacy Low Cost Generics; Food City Prescription Discount Club; Weis Generic Prescription Drug Plan; chronic heart failure - medicare access fund,2024-08-21 09:11:23,2024-08-21 09:11:23
582,ffe1f2a2-847b-48f1-8949-9477e38f9a63,benazepril-hydrochlorothiazide,true,1,benazepril-hydrochlorothiazide tablet,1,Costco Member Prescription Program,2024-08-21 09:11:23,2024-08-21 09:11:23
583,cb8688dd-24d4-42d4-8a16-43e8800cd4a7,bendeka,true,6,bendeka injection; iv; bendeka; bendeka; bendeka; bendeka; bendeka,11,Teva Cares Foundation Patient Assistance Program; chronic lymphocytic leukemia fund; b-cell lymphoma - medicare access fund; mantle cell lymphoma fund; small cell lung cancer - medicare access fund; waldenstrom macroglobulinemia fund; multiple myeloma fund; multiple myeloma health equity fund; small cell lung cancer fund; non-hodgkin's lymphoma fund; follicular lymphoma fund,2024-08-21 09:11:23,2025-03-09 11:27:13
584,d5b155a2-7788-4a60-ba90-9c388f6f816a,benefix,true,4,benefix injection; benefix; benefix (factor ix (recombinant) injection); benefix (factor ix (recombinant) injection),6,Pfizer RxPathways; Pfizer Hemophilia Connect (PHC) Patient Assistance Program; BeneFIX injection Copay Card Sign-up; BeneFIX injection Free-Trial Offer; inherited and acquired factor deficiencies - publicly insured; hemophilia fund,2024-08-21 09:11:23,2025-03-09 11:27:13
585,92fce8ef-6efc-4176-a666-9f055baa16a8,bengay greaseless pain relieving,true,1,bengay greaseless pain relieving cream,1,Bengay Greaseless Pain Relieving Cream Sign-up/receive future savings,2024-08-21 09:11:23,2025-03-09 11:27:13
586,7b5af6f7-5b00-48ba-a23d-30bb579cb63a,bengay lidocaine,true,1,bengay lidocaine cream products,1,Bengay Lidocaine Cream Products Sign-up/receive future savings,2024-08-21 09:11:23,2025-03-09 11:27:13
587,25d409f8-122b-48fd-8774-1c77559f1f3f,bengay ultra strength,true,1,bengay ultra strength cream,1,Bengay Ultra Strength Cream Sign-up/receive future savings,2024-08-21 09:11:23,2025-03-09 11:27:13
588,43a3099b-caac-4fe4-b1b1-02a83541c8a8,bengay ultra strength pain relieving patch,true,1,bengay ultra strength pain relieving patch,1,Bengay Ultra Strength Pain Relieving Patch Sign-up/receive future savings,2024-08-21 09:11:23,2025-03-09 11:27:13
589,483d282a-79ab-4e93-a89a-8a42895669ca,bengay vanishing scent,true,1,bengay vanishing scent gel,1,Bengay Vanishing Scent Gel Sign-up/receive future savings,2024-08-21 09:11:23,2025-03-09 11:27:13
590,0cea0eca-6cef-4b86-a344-c30e35b60e61,benicar hct,true,6,benicar hct tablet; benicar hct (olmesartan medoxomil/hydrochlorothiazide); benicar hct; benicar hct; benicar hct (olmesartan medoxomil/hydrochlorothiazide); benicar hct,7,"Rx Outreach Medications; Benicar HCT tablet Copay Card Download; Benicar HCT tablet Copay Card Download; mps i - hurler syndrome (hurler-scheie, scheie) fund; neurofibromatosis fund; chronic heart failure - medicare access fund; rx outreach medications",2024-08-21 09:11:23,2025-03-09 11:27:13
591,baf5f8ed-0956-441c-b5ca-6401f73e329d,benicar,true,6,benicar tablet; benicar (olmesartan medoxomil); benicar; benicar; benicar (olmesartan medoxomil); benicar,11,"Rx Outreach Medications; Benicar tablet Copay Card Download; Benicar tablet Copay Card Download; mps i - hurler syndrome (hurler-scheie, scheie) fund; neurofibromatosis fund; chronic heart failure - medicare access fund; rx outreach medications; benicar hct pre-activated savings card; benicar pre-activated savings card; benicar hct pre-activated savings card; benicar pre-activated savings card",2024-08-21 09:11:23,2025-03-09 11:27:13
592,63688e37-1c3f-4de4-b27b-d6718887cb33,benlysta,true,7,benlysta; benlysta injection; iv; subcutaneous; benlysta; benlysta; benlysta; benlysta; benlysta,14,Benlysta Gateway Patient Assistance Program; GSK Patient Assistance Program; Benlysta Gateway; GSK Patient Assistance Program: Benlysta; Benlysta injection; iv; subcutaneous Mail-In Rebate; Benlysta injection; iv; subcutaneous Copay Card Sign-up; lupus fund; systemic lupus erythematosus fund; benlysta gateway; gsk patient assistance program: benlysta; benlysta co-pay program; benlysta co-pay program rebate; benlysta co-pay program; benlysta co-pay program rebate,2024-08-21 09:11:23,2025-03-09 11:27:13
593,20f8400e-29b0-4974-845b-784023aa9813,bentyl,true,3,bentyl; bentyl; bentyl,3,Rx Outreach Medications; inflammatory bowel disease - medicare access fund; rx outreach medications,2024-08-21 09:11:23,2025-03-09 11:27:13
